path,category,file_size,file_size_human,compressed_size,extension
overrides/config/gd656killicon/assets/common/sounds/valorant_bubblegumdeathwishkill_4.ogg,config,55575,54.27 KB,53793,.ogg
overrides/config/gd656killicon/assets/common/sounds/valorant_bubblegumdeathwishkill_5.ogg,config,107219,104.71 KB,105363,.ogg
overrides/config/gd656killicon/assets/common/sounds/valorant_champions2021kill_1.ogg,config,64079,62.58 KB,61924,.ogg
overrides/config/gd656killicon/assets/common/sounds/valorant_champions2021kill_2.ogg,config,53824,52.56 KB,51903,.ogg
overrides/config/gd656killicon/assets/common/sounds/valorant_champions2021kill_3.ogg,config,54941,53.65 KB,53047,.ogg
overrides/config/gd656killicon/assets/common/sounds/valorant_champions2021kill_4.ogg,config,55426,54.13 KB,53459,.ogg
overrides/config/gd656killicon/assets/common/sounds/valorant_champions2021kill_5.ogg,config,116513,113.78 KB,114169,.ogg
overrides/config/gd656killicon/assets/common/sounds/valorant_gaiavengeancekill_1.ogg,config,55015,53.73 KB,52955,.ogg
overrides/config/gd656killicon/assets/common/sounds/valorant_gaiavengeancekill_2.ogg,config,55286,53.99 KB,53185,.ogg
overrides/config/gd656killicon/assets/common/sounds/valorant_gaiavengeancekill_3.ogg,config,55465,54.17 KB,53356,.ogg
overrides/config/gd656killicon/assets/common/sounds/valorant_gaiavengeancekill_4.ogg,config,56608,55.28 KB,54539,.ogg
overrides/config/gd656killicon/assets/common/sounds/valorant_gaiavengeancekill_5.ogg,config,111995,109.37 KB,109553,.ogg
overrides/config/gd656killicon/assets/common/sounds/valorant_glitchpopkill_1.ogg,config,55901,54.59 KB,53936,.ogg
overrides/config/gd656killicon/assets/common/sounds/valorant_glitchpopkill_2.ogg,config,56017,54.70 KB,54056,.ogg
overrides/config/gd656killicon/assets/common/sounds/valorant_glitchpopkill_3.ogg,config,56117,54.80 KB,54138,.ogg
overrides/config/gd656killicon/assets/common/sounds/valorant_glitchpopkill_4.ogg,config,56596,55.27 KB,54662,.ogg
overrides/config/gd656killicon/assets/common/sounds/valorant_glitchpopkill_5.ogg,config,110365,107.78 KB,108281,.ogg
overrides/config/gd656killicon/assets/common/sounds/valorant_headshot.ogg,config,5856,5.72 KB,5289,.ogg
overrides/config/gd656killicon/assets/common/sounds/valorant_preludetochaoskill_1.ogg,config,54094,52.83 KB,52194,.ogg
overrides/config/gd656killicon/assets/common/sounds/valorant_preludetochaoskill_2.ogg,config,54250,52.98 KB,52392,.ogg
overrides/config/gd656killicon/assets/common/sounds/valorant_preludetochaoskill_3.ogg,config,54514,53.24 KB,52651,.ogg
overrides/config/gd656killicon/assets/common/sounds/valorant_preludetochaoskill_4.ogg,config,54157,52.89 KB,52260,.ogg
overrides/config/gd656killicon/assets/common/sounds/valorant_preludetochaoskill_5.ogg,config,119864,117.05 KB,117820,.ogg
overrides/config/gd656killicon/assets/common/sounds/valorant_primekill_1.ogg,config,36703,35.84 KB,34787,.ogg
overrides/config/gd656killicon/assets/common/sounds/valorant_primekill_2.ogg,config,40366,39.42 KB,38463,.ogg
overrides/config/gd656killicon/assets/common/sounds/valorant_primekill_3.ogg,config,40624,39.67 KB,38722,.ogg
overrides/config/gd656killicon/assets/common/sounds/valorant_primekill_4.ogg,config,43702,42.68 KB,41840,.ogg
overrides/config/gd656killicon/assets/common/sounds/valorant_primekill_5.ogg,config,97305,95.02 KB,95097,.ogg
overrides/config/gd656killicon/assets/common/sounds/valorant_primordiumkill_1.ogg,config,60771,59.35 KB,59042,.ogg
overrides/config/gd656killicon/assets/common/sounds/valorant_primordiumkill_2.ogg,config,56675,55.35 KB,54919,.ogg
overrides/config/gd656killicon/assets/common/sounds/valorant_primordiumkill_3.ogg,config,57633,56.28 KB,55914,.ogg
overrides/config/gd656killicon/assets/common/sounds/valorant_primordiumkill_4.ogg,config,57711,56.36 KB,55913,.ogg
overrides/config/gd656killicon/assets/common/sounds/valorant_primordiumkill_5.ogg,config,111614,109.00 KB,109798,.ogg
overrides/config/gd656killicon/assets/common/sounds/valorant_radiantcrisis001kill_1.ogg,config,52024,50.80 KB,49931,.ogg
overrides/config/gd656killicon/assets/common/sounds/valorant_radiantcrisis001kill_2.ogg,config,52413,51.18 KB,50381,.ogg
overrides/config/gd656killicon/assets/common/sounds/valorant_radiantcrisis001kill_3.ogg,config,52598,51.37 KB,50508,.ogg
overrides/config/gd656killicon/assets/common/sounds/valorant_radiantcrisis001kill_4.ogg,config,52950,51.71 KB,50904,.ogg
overrides/config/gd656killicon/assets/common/sounds/valorant_radiantcrisis001kill_5.ogg,config,106191,103.70 KB,104199,.ogg
overrides/config/gd656killicon/assets/common/sounds/valorant_rgx11zprokill_1.ogg,config,37833,36.95 KB,35978,.ogg
overrides/config/gd656killicon/assets/common/sounds/valorant_rgx11zprokill_2.ogg,config,39355,38.43 KB,37542,.ogg
overrides/config/gd656killicon/assets/common/sounds/valorant_rgx11zprokill_3.ogg,config,39012,38.10 KB,37215,.ogg
overrides/config/gd656killicon/assets/common/sounds/valorant_rgx11zprokill_4.ogg,config,36977,36.11 KB,35161,.ogg
overrides/config/gd656killicon/assets/common/sounds/valorant_rgx11zprokill_5.ogg,config,83220,81.27 KB,81340,.ogg
overrides/config/gd656killicon/assets/common/sounds/valorant_singularitykill_1.ogg,config,43916,42.89 KB,42420,.ogg
overrides/config/gd656killicon/assets/common/sounds/valorant_singularitykill_2.ogg,config,44097,43.06 KB,42592,.ogg
overrides/config/gd656killicon/assets/common/sounds/valorant_singularitykill_3.ogg,config,43606,42.58 KB,42108,.ogg
overrides/config/gd656killicon/assets/common/sounds/valorant_singularitykill_4.ogg,config,43644,42.62 KB,42120,.ogg
overrides/config/gd656killicon/assets/common/sounds/valorant_singularitykill_5.ogg,config,65239,63.71 KB,63374,.ogg
overrides/config/gd656killicon/assets/common/sounds/vehiclekillsound_bf5.ogg,config,45837,44.76 KB,44319,.ogg
overrides/config/gd656killicon/assets/common/textures/killicon_battlefield1_crit.png,config,13862,13.54 KB,11343,.png
overrides/config/gd656killicon/assets/common/textures/killicon_battlefield1_default.png,config,13267,12.96 KB,10772,.png
overrides/config/gd656killicon/assets/common/textures/killicon_battlefield1_destroyvehicle.png,config,24441,23.87 KB,21312,.png
overrides/config/gd656killicon/assets/common/textures/killicon_battlefield1_explosion.png,config,13359,13.05 KB,10835,.png
overrides/config/gd656killicon/assets/common/textures/killicon_battlefield1_headshot.png,config,14322,13.99 KB,11781,.png
overrides/config/gd656killicon/assets/common/textures/killicon_battlefield5_assist.png,config,6448,6.30 KB,1309,.png
overrides/config/gd656killicon/assets/common/textures/killicon_battlefield5_default.png,config,9507,9.28 KB,6179,.png
overrides/config/gd656killicon/assets/common/textures/killicon_battlefield5_destroyvehicle.png,config,11872,11.59 KB,8973,.png
overrides/config/gd656killicon/assets/common/textures/killicon_battlefield5_headshot.png,config,11480,11.21 KB,8561,.png
overrides/config/gd656killicon/assets/common/textures/killicon_card_bar_ct.png,config,107269,104.75 KB,107218,.png
overrides/config/gd656killicon/assets/common/textures/killicon_card_bar_t.png,config,10189,9.95 KB,9957,.png
overrides/config/gd656killicon/assets/common/textures/killicon_card_crit_ct.png,config,8111,7.92 KB,7029,.png
overrides/config/gd656killicon/assets/common/textures/killicon_card_crit_t.png,config,7994,7.81 KB,6922,.png
overrides/config/gd656killicon/assets/common/textures/killicon_card_default_ct.png,config,7250,7.08 KB,5986,.png
overrides/config/gd656killicon/assets/common/textures/killicon_card_default_t.png,config,7143,6.98 KB,5914,.png
overrides/config/gd656killicon/assets/common/textures/killicon_card_explosion_ct.png,config,8241,8.05 KB,7054,.png
overrides/config/gd656killicon/assets/common/textures/killicon_card_explosion_t.png,config,8314,8.12 KB,7129,.png
overrides/config/gd656killicon/assets/common/textures/killicon_card_headshot_ct.png,config,7659,7.48 KB,6468,.png
overrides/config/gd656killicon/assets/common/textures/killicon_card_headshot_t.png,config,7550,7.37 KB,6389,.png
overrides/config/gd656killicon/assets/common/textures/killicon_card_light_ct.png,config,29942,29.24 KB,23833,.png
overrides/config/gd656killicon/assets/common/textures/killicon_card_light_t.png,config,31164,30.43 KB,25337,.png
overrides/config/gd656killicon/assets/common/textures/killicon_combo_1.png,config,578960,565.39 KB,576858,.png
overrides/config/gd656killicon/assets/common/textures/killicon_combo_2.png,config,630784,616.00 KB,628726,.png
overrides/config/gd656killicon/assets/common/textures/killicon_combo_3.png,config,686711,670.62 KB,684855,.png
overrides/config/gd656killicon/assets/common/textures/killicon_combo_4.png,config,718861,702.01 KB,717147,.png
overrides/config/gd656killicon/assets/common/textures/killicon_combo_5.png,config,764379,746.46 KB,762610,.png
overrides/config/gd656killicon/assets/common/textures/killicon_combo_6.png,config,846921,827.07 KB,845196,.png
overrides/config/gd656killicon/assets/common/textures/killicon_df_default.png,config,12317,12.03 KB,9778,.png
overrides/config/gd656killicon/assets/common/textures/killicon_df_destroyvehicle.png,config,16434,16.05 KB,13513,.png
overrides/config/gd656killicon/assets/common/textures/killicon_df_headshot.png,config,14534,14.19 KB,11980,.png
overrides/config/gd656killicon/assets/common/textures/killicon_scrolling_assist.png,config,15190,14.83 KB,12566,.png
overrides/config/gd656killicon/assets/common/textures/killicon_scrolling_crit.png,config,16380,16.00 KB,13594,.png
overrides/config/gd656killicon/assets/common/textures/killicon_scrolling_default.png,config,11386,11.12 KB,8244,.png
overrides/config/gd656killicon/assets/common/textures/killicon_scrolling_destroyvehicle.png,config,27390,26.75 KB,24459,.png
overrides/config/gd656killicon/assets/common/textures/killicon_scrolling_explosion.png,config,12756,12.46 KB,9763,.png
overrides/config/gd656killicon/assets/common/textures/killicon_scrolling_headshot.png,config,32268,31.51 KB,23892,.png
overrides/config/gd656killicon/assets/common/textures/killicon_valorant_bar.png,config,140421,137.13 KB,134314,.png
overrides/config/gd656killicon/assets/common/textures/killicon_valorant_base_frame.png,config,8319,8.12 KB,8245,.png
overrides/config/gd656killicon/assets/common/textures/killicon_valorant_bubblegum_deathwish_bar.png,config,1685,1.65 KB,1690,.png
overrides/config/gd656killicon/assets/common/textures/killicon_valorant_bubblegum_deathwish_blade.png,config,6077,5.93 KB,5994,.png
overrides/config/gd656killicon/assets/common/textures/killicon_valorant_bubblegum_deathwish_emblem.png,config,10528,10.28 KB,10439,.png
overrides/config/gd656killicon/assets/common/textures/killicon_valorant_bubblegum_deathwish_frame.png,config,5707,5.57 KB,5698,.png
overrides/config/gd656killicon/assets/common/textures/killicon_valorant_bubblegum_deathwish_v1_bar.png,config,1731,1.69 KB,1736,.png
overrides/config/gd656killicon/assets/common/textures/killicon_valorant_bubblegum_deathwish_v1_emblem.png,config,11686,11.41 KB,11576,.png
overrides/config/gd656killicon/assets/common/textures/killicon_valorant_bubblegum_deathwish_v2_bar.png,config,1766,1.72 KB,1771,.png
overrides/config/gd656killicon/assets/common/textures/killicon_valorant_bubblegum_deathwish_v2_emblem.png,config,10158,9.92 KB,10072,.png
overrides/config/gd656killicon/assets/common/textures/killicon_valorant_bubblegum_deathwish_v3_bar.png,config,1668,1.63 KB,1673,.png
overrides/config/gd656killicon/assets/common/textures/killicon_valorant_bubblegum_deathwish_v3_emblem.png,config,12581,12.29 KB,12465,.png
overrides/config/gd656killicon/assets/common/textures/killicon_valorant_champions_2021_bar.png,config,1701,1.66 KB,1706,.png
overrides/config/gd656killicon/assets/common/textures/killicon_valorant_champions_2021_emblem.png,config,10660,10.41 KB,10629,.png
overrides/config/gd656killicon/assets/common/textures/killicon_valorant_gaia_bar.png,config,6861,6.70 KB,6761,.png
overrides/config/gd656killicon/assets/common/textures/killicon_valorant_gaia_emblem.png,config,29968,29.27 KB,29416,.png
overrides/config/gd656killicon/assets/common/textures/killicon_valorant_gaia_frame.png,config,11828,11.55 KB,11647,.png
overrides/config/gd656killicon/assets/common/textures/killicon_valorant_gaia_icon.png,config,179274,175.07 KB,178470,.png
overrides/config/gd656killicon/assets/common/textures/killicon_valorant_gaia_v1_bar.png,config,7145,6.98 KB,7045,.png
overrides/config/gd656killicon/assets/common/textures/killicon_valorant_gaia_v1_emblem.png,config,29981,29.28 KB,29428,.png
overrides/config/gd656killicon/assets/common/textures/killicon_valorant_gaia_v1_frame.png,config,11828,11.55 KB,11647,.png
overrides/config/gd656killicon/assets/common/textures/killicon_valorant_gaia_v2_bar.png,config,7439,7.26 KB,7343,.png
overrides/config/gd656killicon/assets/common/textures/killicon_valorant_gaia_v2_emblem.png,config,30074,29.37 KB,29519,.png
overrides/config/gd656killicon/assets/common/textures/killicon_valorant_gaia_v2_frame.png,config,11828,11.55 KB,11647,.png
overrides/config/gd656killicon/assets/common/textures/killicon_valorant_gaia_v3_bar.png,config,6776,6.62 KB,6679,.png
overrides/config/gd656killicon/assets/common/textures/killicon_valorant_gaia_v3_emblem.png,config,29889,29.19 KB,29336,.png
overrides/config/gd656killicon/assets/common/textures/killicon_valorant_gaia_v3_frame.png,config,11828,11.55 KB,11647,.png
overrides/config/gd656killicon/assets/common/textures/killicon_valorant_glitchpop_bar.png,config,9782,9.55 KB,9724,.png
overrides/config/gd656killicon/assets/common/textures/killicon_valorant_glitchpop_emblem.png,config,16881,16.49 KB,16354,.png
overrides/config/gd656killicon/assets/common/textures/killicon_valorant_glitchpop_frame.png,config,13175,12.87 KB,13062,.png
overrides/config/gd656killicon/assets/common/textures/killicon_valorant_headshot.png,config,2278,2.22 KB,2283,.png
overrides/config/gd656killicon/assets/common/textures/killicon_valorant_icon.png,config,293938,287.05 KB,288191,.png
overrides/config/gd656killicon/assets/common/textures/killicon_valorant_particle_base_t1.png,config,146290,142.86 KB,125402,.png
overrides/config/gd656killicon/assets/common/textures/killicon_valorant_particle_hero_flame.png,config,28945,28.27 KB,24499,.png
overrides/config/gd656killicon/assets/common/textures/killicon_valorant_particle_large_sparks.png,config,514668,502.61 KB,424826,.png
overrides/config/gd656killicon/assets/common/textures/killicon_valorant_particle_x_sparks.png,config,45643,44.57 KB,37712,.png
overrides/config/gd656killicon/assets/common/textures/killicon_valorant_prelude_to_chaos_v1_bar.png,config,2293,2.24 KB,2298,.png
overrides/config/gd656killicon/assets/common/textures/killicon_valorant_prelude_to_chaos_v1_emblem.png,config,6019,5.88 KB,6024,.png
overrides/config/gd656killicon/assets/common/textures/killicon_valorant_prelude_to_chaos_v2_bar.png,config,2261,2.21 KB,2266,.png
overrides/config/gd656killicon/assets/common/textures/killicon_valorant_prelude_to_chaos_v2_emblem.png,config,5995,5.85 KB,6000,.png
overrides/config/gd656killicon/assets/common/textures/killicon_valorant_prelude_to_chaos_v3_bar.png,config,2209,2.16 KB,2214,.png
overrides/config/gd656killicon/assets/common/textures/killicon_valorant_prelude_to_chaos_v3_emblem.png,config,5938,5.80 KB,5943,.png
overrides/config/gd656killicon/assets/common/textures/killicon_valorant_prime_emblem.png,config,23622,23.07 KB,23123,.png
overrides/config/gd656killicon/assets/common/textures/killicon_valorant_prime_frame.png,config,7371,7.20 KB,7187,.png
overrides/config/gd656killicon/assets/common/textures/killicon_valorant_primordium_bar.png,config,2560,2.50 KB,2565,.png
overrides/config/gd656killicon/assets/common/textures/killicon_valorant_primordium_emblem.png,config,7947,7.76 KB,7870,.png
overrides/config/gd656killicon/assets/common/textures/killicon_valorant_primordium_frame.png,config,8937,8.73 KB,8606,.png
overrides/config/gd656killicon/assets/common/textures/killicon_valorant_primordium_v1_bar.png,config,2570,2.51 KB,2575,.png
overrides/config/gd656killicon/assets/common/textures/killicon_valorant_primordium_v1_emblem.png,config,8098,7.91 KB,8029,.png
overrides/config/gd656killicon/assets/common/textures/killicon_valorant_primordium_v2_bar.png,config,2451,2.39 KB,2456,.png
overrides/config/gd656killicon/assets/common/textures/killicon_valorant_primordium_v2_emblem.png,config,8024,7.84 KB,7965,.png
overrides/config/gd656killicon/assets/common/textures/killicon_valorant_primordium_v3_bar.png,config,2441,2.38 KB,2446,.png
overrides/config/gd656killicon/assets/common/textures/killicon_valorant_primordium_v3_emblem.png,config,8005,7.82 KB,7948,.png
overrides/config/gd656killicon/assets/common/textures/killicon_valorant_radiant_crisis_001_bar.png,config,1804,1.76 KB,1809,.png
overrides/config/gd656killicon/assets/common/textures/killicon_valorant_radiant_crisis_001_emblem.png,config,10532,10.29 KB,10418,.png
overrides/config/gd656killicon/assets/common/textures/killicon_valorant_rgx_11z_pro_bar.png,config,1672,1.63 KB,1677,.png
overrides/config/gd656killicon/assets/common/textures/killicon_valorant_rgx_11z_pro_emblem.png,config,9890,9.66 KB,9855,.png
overrides/config/gd656killicon/assets/common/textures/killicon_valorant_rgx_11z_pro_frame.png,config,8319,8.12 KB,8245,.png
overrides/config/gd656killicon/assets/common/textures/killicon_valorant_rgx_11z_pro_v1_bar.png,config,1703,1.66 KB,1708,.png
overrides/config/gd656killicon/assets/common/textures/killicon_valorant_rgx_11z_pro_v1_emblem.png,config,9999,9.76 KB,9958,.png
overrides/config/gd656killicon/assets/common/textures/killicon_valorant_rgx_11z_pro_v2_bar.png,config,1701,1.66 KB,1706,.png
overrides/config/gd656killicon/assets/common/textures/killicon_valorant_rgx_11z_pro_v2_emblem.png,config,9905,9.67 KB,9873,.png
overrides/config/gd656killicon/assets/common/textures/killicon_valorant_rgx_11z_pro_v3_bar.png,config,1699,1.66 KB,1704,.png
overrides/config/gd656killicon/assets/common/textures/killicon_valorant_rgx_11z_pro_v3_emblem.png,config,9872,9.64 KB,9845,.png
overrides/config/gd656killicon/assets/common/textures/killicon_valorant_singularity_v1_bar.png,config,9011,8.80 KB,8914,.png
overrides/config/gd656killicon/assets/common/textures/killicon_valorant_singularity_v1_emblem.png,config,36960,36.09 KB,36587,.png
overrides/config/gd656killicon/assets/common/textures/killicon_valorant_singularity_v2_bar.png,config,9183,8.97 KB,9079,.png
overrides/config/gd656killicon/assets/common/textures/killicon_valorant_singularity_v2_emblem.png,config,36509,35.65 KB,36140,.png
overrides/config/gd656killicon/assets/common/textures/killicon_valorant_singularity_v3_bar.png,config,9330,9.11 KB,9230,.png
overrides/config/gd656killicon/assets/common/textures/killicon_valorant_singularity_v3_emblem.png,config,36644,35.79 KB,36273,.png
overrides/config/graveyard/the-graveyard-3.0-config.json5,config,5084,4.96 KB,1310,.json5
overrides/config/inventoryprofilesnext/inventoryprofiles.json,config,1451,1.42 KB,268,.json
overrides/config/inventoryprofilesnext/villager-trading-config-v2.json,config,1177,1.15 KB,161,.json
overrides/config/inventoryprofilesnext/villager-trading-config.json,config,1177,1.15 KB,161,.json
overrides/config/inventoryprofilesnext/1/villager-trading-config-v2.json,config,1177,1.15 KB,161,.json
overrides/config/inventoryprofilesnext/110.42.33.232/refillDisabledSlots.txt,config,1,1 B,3,.txt
overrides/config/inventoryprofilesnext/110.42.33.232/villager-trading-config-v2.json,config,1177,1.15 KB,161,.json
overrides/config/inventoryprofilesnext/123/villager-trading-config-v2.json,config,1177,1.15 KB,161,.json
overrides/config/inventoryprofilesnext/127.0.0.1/villager-trading-config-v2.json,config,1177,1.15 KB,161,.json
overrides/config/inventoryprofilesnext/26.141.105.31/prev-villager-trading-config-v2.json,config,1177,1.15 KB,161,.json
overrides/config/inventoryprofilesnext/26.141.105.31/villager-trading-config-v2.json,config,1177,1.15 KB,161,.json
overrides/config/inventoryprofilesnext/26.178.176.63&25565/villager-trading-config-v2.json,config,1177,1.15 KB,161,.json
overrides/config/inventoryprofilesnext/26.197.209.19&25565/villager-trading-config-v2.json,config,1177,1.15 KB,161,.json
overrides/config/inventoryprofilesnext/26.228.188.76&16454/villager-trading-config-v2.json,config,1177,1.15 KB,161,.json
overrides/config/inventoryprofilesnext/26.231.138.224&25567/villager-trading-config-v2.json,config,1177,1.15 KB,161,.json
overrides/config/inventoryprofilesnext/26.236.46.122&25565/prev-villager-trading-config-v2.json,config,1177,1.15 KB,161,.json
overrides/config/inventoryprofilesnext/26.236.46.122&25565/villager-trading-config-v2.json,config,1177,1.15 KB,161,.json
overrides/config/inventoryprofilesnext/26.248.212.218&27761/villager-trading-config-v2.json,config,1177,1.15 KB,161,.json
overrides/config/inventoryprofilesnext/26.26.61.221&25565/prev-villager-trading-config-v2.json,config,1177,1.15 KB,161,.json
overrides/config/inventoryprofilesnext/26.26.61.221&25565/villager-trading-config-v2.json,config,1177,1.15 KB,161,.json
overrides/config/inventoryprofilesnext/26.37.111.106&25566/villager-trading-config-v2.json,config,1177,1.15 KB,161,.json
overrides/config/inventoryprofilesnext/26.72.4.90&25565/villager-trading-config-v2.json,config,1177,1.15 KB,161,.json
overrides/config/inventoryprofilesnext/26.75.6.13&25565/villager-trading-config-v2.json,config,1177,1.15 KB,161,.json
overrides/config/inventoryprofilesnext/26.92.147.136&25565/villager-trading-config-v2.json,config,1177,1.15 KB,161,.json
overrides/config/inventoryprofilesnext/3c3u.org/villager-trading-config-v2.json,config,1177,1.15 KB,161,.json
overrides/config/inventoryprofilesnext/7e526c6c1d80.ofalias.net&51005/prev-villager-trading-config-v2.json,config,1177,1.15 KB,161,.json
overrides/config/inventoryprofilesnext/7e526c6c1d80.ofalias.net&51005/villager-trading-config-v2.json,config,1177,1.15 KB,161,.json
overrides/config/inventoryprofilesnext/88cd19ee-daa4-4e7e-5f8a-bbca3fb2179c.ofalias.com&24454/villager-trading-config-v2.json,config,1177,1.15 KB,161,.json
overrides/config/inventoryprofilesnext/8fb74d2a-c7ab-8b1a-e414-31870fd3df78.ofalias.com&24454/villager-trading-config-v2.json,config,1177,1.15 KB,161,.json
overrides/config/inventoryprofilesnext/8fb74d2a-c7ab-8b1a-e414-31870fd3df78.ofalias.com&42589/prev-villager-trading-config-v2.json,config,1312,1.28 KB,182,.json
overrides/config/inventoryprofilesnext/8fb74d2a-c7ab-8b1a-e414-31870fd3df78.ofalias.com&42589/villager-trading-config-v2.json,config,1312,1.28 KB,182,.json
overrides/config/inventoryprofilesnext/aam.rainplay.cn&28421/prev-villager-trading-config-v2.json,config,1177,1.15 KB,161,.json
overrides/config/inventoryprofilesnext/aam.rainplay.cn&28421/villager-trading-config-v2.json,config,1177,1.15 KB,161,.json
overrides/config/inventoryprofilesnext/aam.rainplay.cn&28421/villager-trading-config.json,config,1177,1.15 KB,161,.json
overrides/config/inventoryprofilesnext/ag.rainplay.cn&21737/prev-villager-trading-config-v2.json,config,1177,1.15 KB,161,.json
overrides/config/inventoryprofilesnext/ag.rainplay.cn&21737/villager-trading-config-v2.json,config,1177,1.15 KB,161,.json
overrides/config/inventoryprofilesnext/a✿ 萤川溯光 ✿/villager-trading-config-v2.json,config,1177,1.15 KB,161,.json
overrides/config/inventoryprofilesnext/c749b71350f9.ofalias.com&53150/villager-trading-config-v2.json,config,1177,1.15 KB,161,.json
overrides/config/inventoryprofilesnext/cfc8522bc8db.ofalias.net&24824/villager-trading-config-v2.json,config,1177,1.15 KB,161,.json
overrides/config/inventoryprofilesnext/cfc8522bc8db.ofalias.net&34649/villager-trading-config-v2.json,config,1177,1.15 KB,161,.json
overrides/config/inventoryprofilesnext/dsssddsa/villager-trading-config.json,config,1177,1.15 KB,161,.json
overrides/config/inventoryprofilesnext/dust2/villager-trading-config.json,config,1177,1.15 KB,161,.json
overrides/config/inventoryprofilesnext/e61cf922-861f-7823-2c1e-a30a9e898996.ofalias.com&24454/villager-trading-config-v2.json,config,1177,1.15 KB,161,.json
overrides/config/inventoryprofilesnext/fm.rainplay.cn&41532/villager-trading-config-v2.json,config,1177,1.15 KB,161,.json
overrides/config/inventoryprofilesnext/fm.rainplay.cn&49439/prev-villager-trading-config-v2.json,config,1177,1.15 KB,161,.json
overrides/config/inventoryprofilesnext/fm.rainplay.cn&49439/villager-trading-config-v2.json,config,1177,1.15 KB,161,.json
overrides/config/inventoryprofilesnext/frp-era.com&46888/prev-villager-trading-config-v2.json,config,1177,1.15 KB,161,.json
overrides/config/inventoryprofilesnext/frp-era.com&46888/villager-trading-config-v2.json,config,1177,1.15 KB,161,.json
overrides/config/inventoryprofilesnext/frp-fan.com&10752/villager-trading-config-v2.json,config,1177,1.15 KB,161,.json
overrides/config/inventoryprofilesnext/frp-few.com&58636/prev-villager-trading-config-v2.json,config,1177,1.15 KB,161,.json
overrides/config/inventoryprofilesnext/frp-few.com&58636/villager-trading-config-v2.json,config,1177,1.15 KB,161,.json
overrides/config/inventoryprofilesnext/frp-gap.com&52311/villager-trading-config-v2.json,config,1177,1.15 KB,161,.json
overrides/config/inventoryprofilesnext/frp-hen.com&10766/villager-trading-config-v2.json,config,1177,1.15 KB,161,.json
overrides/config/inventoryprofilesnext/frp-leg.com&30940/refillDisabledSlots.txt,config,3,3 B,5,.txt
overrides/config/inventoryprofilesnext/frp-mix.com&62911/villager-trading-config-v2.json,config,1177,1.15 KB,161,.json
overrides/config/inventoryprofilesnext/frp-mix.top&62911/prev-villager-trading-config-v2.json,config,1312,1.28 KB,182,.json
overrides/config/inventoryprofilesnext/frp-mix.top&62911/villager-trading-config-v2.json,config,1312,1.28 KB,182,.json
overrides/config/inventoryprofilesnext/frp-net.com&11619/prev-villager-trading-config-v2.json,config,1177,1.15 KB,161,.json
overrides/config/inventoryprofilesnext/frp-net.com&11619/refillDisabledSlots.txt,config,1,1 B,3,.txt
overrides/config/inventoryprofilesnext/frp-net.com&11619/villager-trading-config-v2.json,config,1177,1.15 KB,161,.json
overrides/config/inventoryprofilesnext/frp-oil.com&38620/prev-villager-trading-config-v2.json,config,1177,1.15 KB,161,.json
overrides/config/inventoryprofilesnext/frp-oil.com&38620/villager-trading-config-v2.json,config,1177,1.15 KB,161,.json
overrides/config/inventoryprofilesnext/frp-six.com&47271/prev-villager-trading-config-v2.json,config,1177,1.15 KB,161,.json
overrides/config/inventoryprofilesnext/frp-six.com&47271/villager-trading-config-v2.json,config,1177,1.15 KB,161,.json
overrides/config/inventoryprofilesnext/fuzhou-dae5e406.ofalias.net&50649/prev-villager-trading-config-v2.json,config,1177,1.15 KB,161,.json
overrides/config/inventoryprofilesnext/fuzhou-dae5e406.ofalias.net&50649/villager-trading-config-v2.json,config,1177,1.15 KB,161,.json
overrides/config/inventoryprofilesnext/gm.rainplay.cn&18254/prev-villager-trading-config-v2.json,config,1312,1.28 KB,182,.json
overrides/config/inventoryprofilesnext/gm.rainplay.cn&18254/villager-trading-config-v2.json,config,1312,1.28 KB,182,.json
overrides/config/inventoryprofilesnext/gmt.rainplay.cn&18254/prev-villager-trading-config-v2.json,config,1312,1.28 KB,182,.json
overrides/config/inventoryprofilesnext/gmt.rainplay.cn&18254/villager-trading-config-v2.json,config,1312,1.28 KB,182,.json
overrides/config/inventoryprofilesnext/Grand Roost/villager-trading-config.json,config,1177,1.15 KB,161,.json
overrides/config/inventoryprofilesnext/handiwork-phonics.jp.e4mc.link/refillDisabledSlots.txt,config,1,1 B,3,.txt
overrides/config/inventoryprofilesnext/handiwork-phonics.jp.e4mc.link/villager-trading-config-v2.json,config,1177,1.15 KB,161,.json
overrides/config/inventoryprofilesnext/huanle1/prev-villager-trading-config-v2.json,config,1177,1.15 KB,161,.json
overrides/config/inventoryprofilesnext/huanle1/villager-trading-config-v2.json,config,1177,1.15 KB,161,.json
overrides/config/inventoryprofilesnext/inferno/villager-trading-config.json,config,1177,1.15 KB,161,.json
overrides/config/inventoryprofilesnext/integrationHints/exampleIntegrationHints.json,config,1450,1.42 KB,267,.json
overrides/config/inventoryprofilesnext/k1.ungc.com.cn&21948/villager-trading-config-v2.json,config,1177,1.15 KB,161,.json
overrides/config/inventoryprofilesnext/k1.ungc.com.cn&21957/prev-villager-trading-config-v2.json,config,1177,1.15 KB,161,.json
overrides/config/inventoryprofilesnext/k1.ungc.com.cn&21957/villager-trading-config-v2.json,config,1177,1.15 KB,161,.json
overrides/config/inventoryprofilesnext/lm.rainplay.cn&34649/prev-villager-trading-config-v2.json,config,1312,1.28 KB,182,.json
