path,relative_path,category,file_size,file_size_human,compressed_size,extension
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/x360/hd/dpad_up_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/x360/hd/dpad_up_pressed.png,resourcepacks,235,235 B,245,.png
overrides/global_packs/required_resources/rcr-neoforge/assets/legacy/textures/gui/sprites/container/how_to_play/barrel.png,global_packs/required_resources/rcr-neoforge/assets/legacy/textures/gui/sprites/container/how_to_play/barrel.png,global_packs,164314,160.46 KB,164374,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps5/hd/dpad_right_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps5/hd/dpad_right_pressed.png,resourcepacks,396,396 B,406,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps5/sd/dpad_up_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps5/sd/dpad_up_pressed.png,resourcepacks,313,313 B,323,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/steam/dpad_right_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/steam/dpad_right_pressed.png,resourcepacks,390,390 B,400,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/stadia/right_trigger_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/stadia/right_trigger_pressed.png,resourcepacks,461,461 B,471,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/steam/fhd/down_button.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/steam/fhd/down_button.png,resourcepacks,479,479 B,489,.png
overrides/global_packs/required_resources/rcr-neoforge/assets/legacy/ui_definitions/how_to_play/barrel.json,global_packs/required_resources/rcr-neoforge/assets/legacy/ui_definitions/how_to_play/barrel.json,global_packs,1128,1.10 KB,391,.json
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/f8_key_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/f8_key_pressed.png,resourcepacks,785,785 B,748,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/left_mouse.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/left_mouse.png,resourcepacks,581,581 B,591,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps5/touchpad_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps5/touchpad_pressed.png,resourcepacks,313,313 B,321,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/switch/right_sl_button.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/switch/right_sl_button.png,resourcepacks,267,267 B,277,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/switch/right_stick_pressed_right.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/switch/right_stick_pressed_right.png,resourcepacks,310,310 B,315,.png
overrides/global_packs/required_resources/Panorama/assets/legacy/textures/gui/title/panorama_day.png,global_packs/required_resources/Panorama/assets/legacy/textures/gui/title/panorama_day.png,global_packs,1293598,1.23 MB,1293879,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/left_shift_key_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/left_shift_key_pressed.png,resourcepacks,824,824 B,789,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps5/sd/right_stick_pressed_left.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps5/sd/right_stick_pressed_left.png,resourcepacks,266,266 B,275,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/right_bracket_key_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/right_bracket_key_pressed.png,resourcepacks,514,514 B,524,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps4/hd/right_bumper_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps4/hd/right_bumper_pressed.png,resourcepacks,267,267 B,277,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/stadia/dpad_down_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/stadia/dpad_down_pressed.png,resourcepacks,516,516 B,526,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/wii_u/down_button_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/wii_u/down_button_pressed.png,resourcepacks,315,315 B,325,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/f5_key.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/f5_key.png,resourcepacks,768,768 B,723,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/left_control_key_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/left_control_key_pressed.png,resourcepacks,421,421 B,431,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/steam/fhd/left_button.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/steam/fhd/left_button.png,resourcepacks,498,498 B,508,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/m_key_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/m_key_pressed.png,resourcepacks,765,765 B,721,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/f2_key_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/f2_key_pressed.png,resourcepacks,798,798 B,761,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/steam/fhd/guide_button.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/steam/fhd/guide_button.png,resourcepacks,676,676 B,686,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/d_key_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/d_key_pressed.png,resourcepacks,767,767 B,722,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/switch/hd/up_button.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/switch/hd/up_button.png,resourcepacks,6806,6.65 KB,1437,.png
overrides/config/modpack_defaults/resource_albums/super_cute.json,config/modpack_defaults/resource_albums/super_cute.json,config,495,495 B,233,.json
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps3/sd/dpad_up_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps3/sd/dpad_up_pressed.png,resourcepacks,258,258 B,268,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/steam/fhd/guide_button_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/steam/fhd/guide_button_pressed.png,resourcepacks,625,625 B,635,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/font/playstation_4.json,resourcepacks/Tooltips Enhanced/assets/legacy/font/playstation_4.json,resourcepacks,10125,9.89 KB,512,.json
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps3/sd/left_stick_button_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps3/sd/left_stick_button_pressed.png,resourcepacks,252,252 B,262,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps5/dpad_left_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps5/dpad_left_pressed.png,resourcepacks,338,338 B,345,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/steam/fhd/right_button.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/steam/fhd/right_button.png,resourcepacks,485,485 B,495,.png
overrides/global_packs/required_resources/rcr-neoforge/assets/legacy/textures/gui/intro/ll-fab-mr.png,global_packs/required_resources/rcr-neoforge/assets/legacy/textures/gui/intro/ll-fab-mr.png,global_packs,45830,44.76 KB,40330,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps4/hd/left_trigger_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps4/hd/left_trigger_pressed.png,resourcepacks,252,252 B,262,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps4/right_stick_button_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps4/right_stick_button_pressed.png,resourcepacks,470,470 B,480,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/psvita/left_bumper_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/psvita/left_bumper_pressed.png,resourcepacks,206,206 B,211,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/x360/hd/right_stick_pressed_left.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/x360/hd/right_stick_pressed_left.png,resourcepacks,325,325 B,334,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/x360/right_button_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/x360/right_button_pressed.png,resourcepacks,365,365 B,375,.png
overrides/global_packs/required_resources/rcr-neoforge/assets/legacy/textures/gui/sprites/comparisons/natural/comparison.png,global_packs/required_resources/rcr-neoforge/assets/legacy/textures/gui/sprites/comparisons/natural/comparison.png,global_packs,81447,79.54 KB,81477,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/9_key.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/9_key.png,resourcepacks,344,344 B,354,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps3/sd/left_trigger.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps3/sd/left_trigger.png,resourcepacks,261,261 B,271,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/switch/right_button_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/switch/right_button_pressed.png,resourcepacks,381,381 B,391,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/xone/hd/right_stick.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/xone/hd/right_stick.png,resourcepacks,347,347 B,357,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/xone/hd/right_trigger.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/xone/hd/right_trigger.png,resourcepacks,4387,4.28 KB,1849,.png
overrides/global_packs/required_resources/rcr-neoforge/assets/voicechat/textures/icons/speaker.png,global_packs/required_resources/rcr-neoforge/assets/voicechat/textures/icons/speaker.png,global_packs,223,223 B,233,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/f6_key.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/f6_key.png,resourcepacks,315,315 B,325,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/switch/left_stick_button.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/switch/left_stick_button.png,resourcepacks,420,420 B,395,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/xone/sd/right_button_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/xone/sd/right_button_pressed.png,resourcepacks,290,290 B,300,.png
overrides/config/modpack_defaults/config/legacy/common_mixin.json,config/modpack_defaults/config/legacy/common_mixin.json,config,76,76 B,55,.json
overrides/resourcepacks/Clean World Loading/assets/legacy/lang/vi_vn.json,resourcepacks/Clean World Loading/assets/legacy/lang/vi_vn.json,resourcepacks,100,100 B,75,.json
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/steam/fhd/right_trigger_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/steam/fhd/right_trigger_pressed.png,resourcepacks,479,479 B,489,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/f7_key_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/f7_key_pressed.png,resourcepacks,396,396 B,406,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/y_key.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/y_key.png,resourcepacks,749,749 B,709,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps5/hd/left_button.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps5/hd/left_button.png,resourcepacks,388,388 B,398,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/switch/right_bumper_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/switch/right_bumper_pressed.png,resourcepacks,363,363 B,338,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/x360/hd/right_bumper_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/x360/hd/right_bumper_pressed.png,resourcepacks,255,255 B,265,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/xone/sd/down_button.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/xone/sd/down_button.png,resourcepacks,294,294 B,304,.png
overrides/global_packs/required_resources/rcr-neoforge/assets/legacy/textures/gui/sprites/container/how_to_play/nether.png,global_packs/required_resources/rcr-neoforge/assets/legacy/textures/gui/sprites/container/how_to_play/nether.png,global_packs,292153,285.31 KB,292248,.png
overrides/resourcepacks/Clean World Loading/assets/legacy/lang/hu_hu.json,resourcepacks/Clean World Loading/assets/legacy/lang/hu_hu.json,resourcepacks,100,100 B,75,.json
overrides/global_packs/required_resources/rcr-neoforge/assets/voicechat/textures/icons/speaker_button.png~,global_packs/required_resources/rcr-neoforge/assets/voicechat/textures/icons/speaker_button.png~,global_packs,507,507 B,517,.png~
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps4/hd/right_stick_pressed_right.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps4/hd/right_stick_pressed_right.png,resourcepacks,353,353 B,363,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/steam/fhd/dpad_left.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/steam/fhd/dpad_left.png,resourcepacks,412,412 B,422,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/right_control_key.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/right_control_key.png,resourcepacks,384,384 B,394,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/x360/sd/right_stick_button.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/x360/sd/right_stick_button.png,resourcepacks,261,261 B,271,.png
overrides/global_packs/required_resources/rcr-neoforge/assets/minecraft/misc/unknown_pack.png,global_packs/required_resources/rcr-neoforge/assets/minecraft/misc/unknown_pack.png,global_packs,296941,289.98 KB,295985,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps3/sd/left_trigger_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps3/sd/left_trigger_pressed.png,resourcepacks,220,220 B,228,.png
overrides/global_packs/required_resources/rcr-neoforge/assets/defaultslim/skinpacks/1/slimkai.cpmmodel,global_packs/required_resources/rcr-neoforge/assets/defaultslim/skinpacks/1/slimkai.cpmmodel,global_packs,9831,9.60 KB,8489,.cpmmodel
overrides/global_packs/required_resources/rcr-neoforge/assets/namemc-packs/christmas2024.png,global_packs/required_resources/rcr-neoforge/assets/namemc-packs/christmas2024.png,global_packs,1881,1.84 KB,1891,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/control_types.json,resourcepacks/Tooltips Enhanced/assets/legacy/control_types.json,resourcepacks,3283,3.21 KB,443,.json
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/left_mouse_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/left_mouse_pressed.png,resourcepacks,462,462 B,472,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps5/hd/left_stick_pressed_left.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps5/hd/left_stick_pressed_left.png,resourcepacks,396,396 B,406,.png
