source_format,path,file_size,file_size_human,env_client,env_server,download_domain,download_url,sha1,sha512,projectID,fileID,required
modrinth-mrpack,mods/placeholder-api-2.4.2+1.21.jar,232325,226.88 KB,required,required,cdn.modrinth.com,https://cdn.modrinth.com/data/eXts2L7r/versions/U5bhVym2/placeholder-api-2.4.2%2B1.21.jar,aa1b9a49f9f190dfe4825c502b150817dd2998c3,fc13d3a5c048dbaab86318edaf8b6c6b46ef9f1d367e8f063d19f5a9b0da66c5ae419d92c8c4608edc89a01eb44d91ffcf017fea73f39b222cbd85e82f70a233,,,
modrinth-mrpack,mods/polytone-neoforge-1.21-3.7.1.jar,1686920,1.61 MB,required,unsupported,cdn.modrinth.com,https://cdn.modrinth.com/data/3qAYkBMB/versions/PpfPNK2I/polytone-neoforge-1.21-3.7.1.jar,2143ff62c0855bc4fd3bdb3b98bab9c6671e621c,c7b25e814315b20be91cbe2a326334c020734b4cc761774b5b99b18b106966f08e801af32271092adbcf284ed9462e6ebdf267b91c1d13b9983bd6a04750451d,,,
modrinth-mrpack,mods/sodium-neoforge-0.6.13+mc1.21.1.jar,1162994,1.11 MB,required,unsupported,cdn.modrinth.com,https://cdn.modrinth.com/data/AANobbMI/versions/Pb3OXVqC/sodium-neoforge-0.6.13%2Bmc1.21.1.jar,38af70fa4dc4b2aaac636e92fdba3bedd5a025e1,ce58f34d05d96c0a109a5cea23c741f6bdb2e6be31fc087c5989274cefca5f10ba0c08c62083cf554a51f2c7667bf46e4164383f675c844e77633aef2659996b,,,
modrinth-mrpack,mods/threadtweak-fabric-0.1.5+mc1.21.1.jar,144270,140.89 KB,required,required,cdn.modrinth.com,https://cdn.modrinth.com/data/vSEH1ERy/versions/F4sjmsi3/threadtweak-fabric-0.1.5%2Bmc1.21.1.jar,47fe715b4b41644817cac50a7c79ecf26f48d7e3,b0221075239b9998d08e9a42d7bb3205c22482dc39f4b62a1c57c1f7444c9ec9cdee4a245b6b9c6b23f61f3cec82056c40cfc09e6c1bc0690cd936dfed6393a1,,,
modrinth-mrpack,mods/voicechat-neoforge-1.21.1-2.6.18.jar,4902837,4.68 MB,required,required,cdn.modrinth.com,https://cdn.modrinth.com/data/9eGKb6K1/versions/eFhbQnrh/voicechat-neoforge-1.21.1-2.6.18.jar,c9e638f5c049fc143dc043c585b13e9078a3f71d,9990a758a9c1044af1dce3b96feaf7eeab91a8180fbf9e77388c1ee9983c2c0919710d87b917eb815457d926f00e68557c6a85eb8193d895ac8fe78fd7abb4c1,,,
modrinth-mrpack,mods/yet_another_config_lib_v3-3.8.1+1.21.1-neoforge.jar,1118896,1.07 MB,required,required,cdn.modrinth.com,https://cdn.modrinth.com/data/1eAoo2KR/versions/h8Px82QV/yet_another_config_lib_v3-3.8.1%2B1.21.1-neoforge.jar,b566b99f019feae4df41651ff17f8b295fa72435,a2f4b4295f3e1b3e11904740d5be81efbb1503e62c205a303a1d7a1e7140c0a44462444ec4bd1708d947dd5c4a6588797da1369f4f33b32a5e957edcfc9e9983,,,
modrinth-mrpack,resourcepacks/-1.21.2 Fresh Moves v3.1 (With Animated Eyes).zip,321871,314.33 KB,required,unsupported,cdn.modrinth.com,https://cdn.modrinth.com/data/slufHzC2/versions/4uyHvhnf/-1.21.2%20Fresh%20Moves%20v3.1%20%28With%20Animated%20Eyes%29.zip,7049cc12935ff4be20173c908ad946f530861a4c,40daf2d7bbccd19d38637adc2d14df1e16685aacd6c00af22d686b547d8df675246170137b7372139d34dcb9ad4c3f8606222bc771a85a335242c760254c99b3,,,
modrinth-mrpack,resourcepacks/1.21_panorama.zip,3423439,3.26 MB,required,unsupported,cdn.modrinth.com,https://cdn.modrinth.com/data/HbIjN3Da/versions/4k5RbzhV/1.21_panorama.zip,b0716d9bacc029be38beb8b3efef7adaf90d3666,3f2f6838e9d249f0441f8a2cd17f16f983e789b5ad31b4130343a8e3c9139042a95ab1247b8e73128fc1cb5da5d9c8bc2a31e783baafe4569d4509f9e8018a4a,,,
modrinth-mrpack,resourcepacks/A Minecraft Movie Hero Pack.zip,733691,716.50 KB,required,unsupported,cdn.modrinth.com,https://cdn.modrinth.com/data/x1fU20j7/versions/2aHKlUHr/A%20Minecraft%20Movie%20Hero%20Pack.zip,32694d1d487a0d43803baa78187c8eedca9d1698,e9f4f4f9a70b8ea071db1001fdd8501f2e6c315ade3cd60953030dc67aaa6cae104373768ad78630e873a3e7e6f872ae767f4ac6a80aab697b6c16756e79fc0d,,,
modrinth-mrpack,resourcepacks/Baby Kitty and Friends.zip,238890,233.29 KB,required,unsupported,cdn.modrinth.com,https://cdn.modrinth.com/data/iQdku7XQ/versions/q2UiQ1PD/Baby%20Kitty%20and%20Friends.zip,2c62c8ffa6c65937d236aeac6619cf8c88625292,d903c0bb45e29dbf2252e14fc4a62cea273746c21f8cd5c1cec9a9d38d03219433b8ab1bbaff16f58d3bf4b3023e9ec002afd84fd6e0392f8ff9dcebf644aa52,,,
modrinth-mrpack,resourcepacks/Bare Bones 1.21.11.zip,5488875,5.23 MB,required,unsupported,cdn.modrinth.com,https://cdn.modrinth.com/data/rox3U8B6/versions/jQBWn2Q3/Bare%20Bones%201.21.11.zip,2023465d2bac693b009c65c4e2566c2d58e2c2c6,268b578d6d34adaa2491572af4cabf65fab94edee00e688f5b4cb4f072c0620c492d58a4442769e6a889cd940cfe3c4a4fe65e5bb422b8e283ad174e32ceefb0,,,
modrinth-mrpack,resourcepacks/Candy Texture Pack.zip,16996857,16.21 MB,required,unsupported,cdn.modrinth.com,https://cdn.modrinth.com/data/NGIRqFgR/versions/w5AI22X3/Candy%20Texture%20Pack.zip,290533361bc6cf0c2c3cc53b4431bbe0e42bfcf1,4e71009856a9ec406c853baff9dc341a8a7bba5cfdfa9d502fca59323c078d93a8ed5c961f99dcdf0e8d66f31f38cc8546fb99c6c5a07d559ee3bebac4af386b,,,
modrinth-mrpack,resourcepacks/Cartoon Texture Pack.zip,7735934,7.38 MB,required,unsupported,cdn.modrinth.com,https://cdn.modrinth.com/data/I8Wm3eT9/versions/NPsoth4J/Cartoon%20Texture%20Pack.zip,d866b58edaa8ad7403114c39af130c9ae5c84539,03beff139ce3a0930a400e4754f7481c79e18f8ffd3e9664458d510adf08f9e84094ce37c681d34d6655c5cc3bc0292f90c0ceb17818bc6d23c5aa19f44f87b3,,,
modrinth-mrpack,resourcepacks/Chat Reporting Helper.zip,69671,68.04 KB,required,unsupported,cdn.modrinth.com,https://cdn.modrinth.com/data/tN4E9NfV/versions/8MqRcuRv/Chat%20Reporting%20Helper.zip,60ca7077929e580633da0701286034bb24851f17,4bf3744174d631681eb1f94797f62085b6278c18db8989be48fdb2f5f373f93952b41e22a529fe45a2cdc43e973c3adbaa6be74c75fb01d1b5a9cdefc62227f3,,,
modrinth-mrpack,resourcepacks/Chinese Mythology Mash-up.zip,39010561,37.20 MB,required,unsupported,cdn.modrinth.com,https://cdn.modrinth.com/data/kRsZVu69/versions/YPNgBkk0/Chinese%20Mythology%20Mash-up.zip,2e9ad6e45409bb182e0238bc33c28d6bcbc18e9a,5d69d13bec8a0761e8e42b27123db6a87e60c785dc1bd271dcc13b0576462267c8ece149545cc738da43e9e27aa4a9f9b489220ca087ae2ae765b0c5d806cdf8,,,
modrinth-mrpack,resourcepacks/City Texture Pack.zip,34981368,33.36 MB,required,unsupported,cdn.modrinth.com,https://cdn.modrinth.com/data/IcRlkcNt/versions/Hr5AbtbS/City%20Texture%20Pack.zip,8912419910b8f2a70ff844c7e0475705b8badcd8,cf85371a592929bfbc4767fb65e67ce8343a6af5cf660d8ce17a7dc1a2532dc7e6ec2a5ebc2980200fad2def4c4025edf0ba1c056f6ada2dd48ac5f749769be5,,,
modrinth-mrpack,resourcepacks/Classic MCYT Skin Pack.zip,1199320,1.14 MB,required,unsupported,cdn.modrinth.com,https://cdn.modrinth.com/data/8fM4nRG5/versions/QOretmOo/Classic%20MCYT%20Skin%20Pack.zip,fb3e085ef413c3b730008f55aa18f8dac4886f55,7fcc94c5479ff11d1b9096a8eb42bfa99c5c40ba2493385460f9fdf9ae80f6270e3843b6d5c37ff9bc55cf1056ca2e51eb538ea8dad1331353f45ab92759795a,,,
modrinth-mrpack,resourcepacks/Default Skin Pack.zip,669828,654.13 KB,required,unsupported,cdn.modrinth.com,https://cdn.modrinth.com/data/fRwVKPfB/versions/yjCWZ5MF/Default%20Skin%20Pack.zip,4843440d0d240cd418eaf1c4c3c571dbe93c9894,18b4289ea91844f4380c4c20f10ca2609a9d8d89904493cb3a527e17a9af01085144020405354d34c46b55685d05c140cd0425334f59b114d017484322a3466c,,,
modrinth-mrpack,resourcepacks/Default-Dark-Mode-Legacy4J-1.20+-1.2.0-alt.zip,430711,420.62 KB,required,unsupported,cdn.modrinth.com,https://cdn.modrinth.com/data/8xdgUCRk/versions/iARsV6G1/Default-Dark-Mode-Legacy4J-1.20%2B-1.2.0-alt.zip,6efd67537ddca93356d85c505eca1b16c1b73be8,40356961a06703df1aec4ac8658c4ed0a4a868d492042af07b5b62922c614d136ea4cff6b27040ae48ce9355b28a84a5dd0d369bea088e33cedc808f6cb725ef,,,
modrinth-mrpack,resourcepacks/Doctor Who Legacy Skins.zip,1592253,1.52 MB,required,unsupported,cdn.modrinth.com,https://cdn.modrinth.com/data/M4781Cfl/versions/1uAEf2Su/Doctor%20Who%20Legacy%20Skins.zip,12aebec4fda0047a84022316581dc19d2a632d78,2161a7249818361655d3d2f987d9b14a4a2f1bb256c686f6e46d7c20dc504c2b3e99dc25d87815389a51f4cef97c59833382e8d0ac7f43b1a4e8df248959782e,,,
modrinth-mrpack,resourcepacks/FA+All_Extensions-v1.8.1.zip,425088,415.12 KB,required,unsupported,cdn.modrinth.com,https://cdn.modrinth.com/data/YAVTU8mK/versions/RfJ3uz2J/FA%2BAll_Extensions-v1.8.1.zip,d39eefcb1d3a24debc979bbf7aa3e42b92cc5a80,a035c1e6c771177676672f93fa68858cfd949426a83bc141ad9fec6def3714aadb62c052d93b259662d03a399bd03ca70947a2ff7dd9b7262dcb16d311e33234,,,
modrinth-mrpack,resourcepacks/Faithful 32x - 1.21.1.zip,10895511,10.39 MB,required,unsupported,cdn.modrinth.com,https://cdn.modrinth.com/data/w0TnApzs/versions/Zlz4qPlw/Faithful%2032x%20-%201.21.1.zip,226a833c17ef551c2a747a23b65fd81e7c77c8fb,0c0a6b2bb2ae551f307dbaafa70ee5eee54278d80166d04946e00836ce84fb52878885e35a48e44bad33c20881dbfb0cbaf5433ee8b8a71a90746e71aae1d686,,,
modrinth-mrpack,resourcepacks/FalloutMash-upPack.zip,201029525,191.72 MB,required,unsupported,cdn.modrinth.com,https://cdn.modrinth.com/data/YyQcuyAN/versions/UZEBNeOe/FalloutMash-upPack.zip,0f6fca1ac40b3b97a2b99bedac2dee01eca7a0ad,b26bc649d6084998f9dd4cd6c2d322013a89b483ed57daee0493a7ee85a94391ac17a7d171ff78a6114aa5e96dd00ce0578ea45ba2a906f02b5428062deaa4f6,,,
modrinth-mrpack,resourcepacks/Fantasy Texture Pack.zip,37320176,35.59 MB,required,unsupported,cdn.modrinth.com,https://cdn.modrinth.com/data/kFbEIMmd/versions/klsZagV7/Fantasy%20Texture%20Pack.zip,810c58c939b83d97408945be88383f0d59c52da4,21c5829c70ca023bba25f14b9ac51662e748e4ec542d2dd9462e222408526533c5911dcc3fe15ee20e90431c37b17729a757f00ea51eeb5610d27d39f480c7e4,,,
modrinth-mrpack,resourcepacks/Festive Mash-up.zip,19378455,18.48 MB,required,unsupported,cdn.modrinth.com,https://cdn.modrinth.com/data/pE8Ji9UH/versions/GvqMbx8z/Festive%20Mash-up.zip,d41e2d4e597f7cd4a2b6ed739d9492e996eb56bd,b192e764e7b6e0d9e807c599ecc882acc722a5fe562422ae76df23502a8a36528fd857ae83f86e36d76d6a7090a30718718abf177797f476141b882d55971fa6,,,
modrinth-mrpack,resourcepacks/FreshAnimations_v1.10.3.zip,855766,835.71 KB,required,unsupported,cdn.modrinth.com,https://cdn.modrinth.com/data/50dA9Sha/versions/F9QwVhGH/FreshAnimations_v1.10.3.zip,17d3630f0942e0d0d93f58fc998f780f06b81e63,713dd4e810a59d84844e25fa5fb3e36c83ac2e197d5259e16b61d4b4899f1a3f8bacdd4d4e5d0f5cde9a3497fad5e50ccea0c6270898f53f802e340e3fb3e73f,,,
modrinth-mrpack,resourcepacks/Greek Mythology Mash-up.zip,36007115,34.34 MB,required,unsupported,cdn.modrinth.com,https://cdn.modrinth.com/data/WtfCCeNe/versions/x4dn8yz9/Greek%20Mythology%20Mash-up.zip,379f0547c7422984fa5844fbbd3876c3fc29f427,8c57207e27907eab5e0700b0f83ee2b35de1c15ed722b7fb7f4ac196f1b490f26831d2805e6bed12bee1b52a9977b6a14d38334b925ae000921704fbd2e6a5fa,,,
modrinth-mrpack,resourcepacks/Halloween Mash-up.zip,69263294,66.05 MB,required,unsupported,cdn.modrinth.com,https://cdn.modrinth.com/data/mXZavX3c/versions/uOPMsnqO/Halloween%20Mash-up.zip,47f9b9d56859b8c5bbaed952b4476bafae268211,fd14b9ba91b7978f82743be36d8ea068900f1f060bfb1973a6aa583108c3fd8157f4180604e4a1cbc6ea53d7f58c1cde1c906f9c44622eab58948caf82d5b1ee,,,
modrinth-mrpack,resourcepacks/Legacy Skins Pack Ordering v3.zip,60122,58.71 KB,required,unsupported,cdn.modrinth.com,https://cdn.modrinth.com/data/3ikLYLCy/versions/IcTLuAR8/Legacy%20Skins%20Pack%20Ordering%20v3.zip,8c02109ec112838d55766b671adce9576bc2f2b1,8c6e5dc8dd9f2ce351153ccc0578c40a5604962c94b0e764152abcedef56d72bd752bac728e6fce68d83932dba4ba89a0114f2fe267e3b17f2f622343c010a29,,,
modrinth-mrpack,resourcepacks/Legacy Titles.zip,1106511,1.06 MB,required,unsupported,cdn.modrinth.com,https://cdn.modrinth.com/data/o8MTMlkh/versions/UvCCER1P/Legacy%20Titles.zip,f88e4f6a49b3f9580a449be51ffdc2bb77260737,7d6c4be70ccd9c9cb06ced449c4894f2adeef418d1e1009ca6488c23b15e7311214ae6c76eb14dfad34db03db1eb08d922785d7192ca83ff8fd60ee794f2ecce,,,
modrinth-mrpack,resourcepacks/Legacy Worlds.zip,376268,367.45 KB,required,unsupported,cdn.modrinth.com,https://cdn.modrinth.com/data/IFQ5IZDt/versions/zLFkHTiN/Legacy%20Worlds.zip,a338daddad75e9d1fdcf73649d5e8a18100aba90,16e1e03c11108e19c9bb6b9155ed365c5ec9080b2413757376f3208c6a5f413160fc4fb8f301d5882a5d9ad560f384e22351c458f1cacf33edc7d6766288a52e,,,
modrinth-mrpack,resourcepacks/Legacy-Skin-Packs-2.4.0.zip,34889086,33.27 MB,required,unsupported,cdn.modrinth.com,https://cdn.modrinth.com/data/IU7pUM86/versions/hW2BbtE4/Legacy-Skin-Packs-2.4.0.zip,a6193dba4c5cc97fdace60f925d62fe02211fd3e,c5beac2ff6c6f733ae644488c91fb19fd360bb1af967e86bf52716eaa08dc67a32000f9c3faa3a381662fd1c276d179d5091de48dc5fa07289738aade980580b,,,
modrinth-mrpack,resourcepacks/Mass Effect.zip,35611647,33.96 MB,required,unsupported,cdn.modrinth.com,https://cdn.modrinth.com/data/27e5KETs/versions/8Ya2o6nd/Mass%20Effect.zip,3193f388df0ff70b3d01bfdfd151846a069e25b4,1f4139997f5faf8862d7c8160864515e71e6bff97fa244f896410e5c76acef814b54944150571ac3db353383586f19aaf9f5fa7b1b41255e8ca1a67b75868218,,,
modrinth-mrpack,resourcepacks/Modern-Skin-Packs-2.4.0.zip,7213470,6.88 MB,required,unsupported,cdn.modrinth.com,https://cdn.modrinth.com/data/UJZvIuVv/versions/uHBubbwJ/Modern-Skin-Packs-2.4.0.zip,55c5f015c56db44ad7d5e8c0d94e562c51ef666f,1e294128c1341f9933720c0ad33baa5636bd3b82339269ef7726b290c3f2cfc32042380da1821dfacb391f0bf6b095e0e618334555877645d2bc01ea9e23b84e,,,
modrinth-mrpack,resourcepacks/Natural Texture Pack.zip,36322753,34.64 MB,required,unsupported,cdn.modrinth.com,https://cdn.modrinth.com/data/wl6YG9AY/versions/OZPNrPKm/Natural%20Texture%20Pack.zip,938ca23b20319d8cb415bb6c758c1106a85aa9db,63e0916f5b5cc7f97dc9296f907f9ca8f942216bb13a192fe9e7588641ccecbec18355f40a76717b91cfd18c342afeb05bd9c5cc5426ac7dd75d058816ed7cd8,,,
modrinth-mrpack,resourcepacks/Norse Mythology Mash-up.zip,61514969,58.67 MB,required,unsupported,cdn.modrinth.com,https://cdn.modrinth.com/data/1COPjvze/versions/HD9hjLU9/Norse%20Mythology%20Mash-up.zip,a43084a14edef2db3a6a8768e712c011760681ca,14f85242cb01e357d7a7e3c44db2c2e9238f03b4d2b12dbb5946d3b2f9fd530def90261e1aaca96b7ad0887ed3f59e937232823e231a39a6824a33a3508a0c2f,,,
modrinth-mrpack,resourcepacks/Ocelots-Skin-Pack.zip,264288,258.09 KB,required,unsupported,cdn.modrinth.com,https://cdn.modrinth.com/data/YQaFsEwB/versions/8lSHT67E/Ocelots-Skin-Pack.zip,53a729f94a7c5dbabded30d44964202f88c4e745,86dbe64ef92748a0ea2dc4875a2e274aa4e53b86725f0da291585f1ea0f7531ed8758e04467a6ce0472449e28ff23910b7578f274c109cdb09bbc177ea2e9fc2,,,
modrinth-mrpack,resourcepacks/PACP_Base_Release.zip,4004907,3.82 MB,required,unsupported,cdn.modrinth.com,https://cdn.modrinth.com/data/gx2HeuWD/versions/WBVhgaQB/PACP_Base_Release.zip,19991fbedbbd8b93a65f538e07986063125473e0,7d3394fcf2d3111eed915e7c39f37c5cf9681ec27f66898ff22f9d3b6dfeb94313f133607d7aacfc370fccc61a7343463e9a9392e0b07aabaeb21db3bfa1bb51,,,
modrinth-mrpack,resourcepacks/Pattern Texture Pack.zip,8603401,8.20 MB,required,unsupported,cdn.modrinth.com,https://cdn.modrinth.com/data/2F04lb0o/versions/Xa45Zpzi/Pattern%20Texture%20Pack.zip,f3a43da896621ff0791678f99a648675430dc1b6,d1b3019787ec3cceeb3118a4590f5c896e58a821388b5462594c012be4af356c4675987851a904c33e487f8b5cf8dc20f826f7ede499de9383732bfa8affa504,,,
modrinth-mrpack,resourcepacks/Pirates Of The Caribbean.zip,136336789,130.02 MB,required,unsupported,cdn.modrinth.com,https://cdn.modrinth.com/data/bkDlbAtL/versions/iXaPhWv5/Pirates%20Of%20The%20Caribbean.zip,d0825bb7920b370cbd980a0e12aba803c0d69bdf,4514b0809b65bfec24205c4f2eef6835810b83fe905110d5e19d874bfba36fcc355966984148f264cc364bcd25be329d00a787e38389d6119c416628318eb0c9,,,
modrinth-mrpack,resourcepacks/Plastic Texture Pack.zip,16839703,16.06 MB,required,unsupported,cdn.modrinth.com,https://cdn.modrinth.com/data/meEXwbr9/versions/PMUQEBbF/Plastic%20Texture%20Pack.zip,a96b1c0d08c4c16941ea951a6a7b52f4c810c214,627ce0f6fd1544819fd083178bca28278bdfd4dfbccb1901a7861c6ffdf25d3de05a97cb545cd94b27ee5a67ece931cbf051ebffe2e5c4d3d6e1279075aa559e,,,
modrinth-mrpack,resourcepacks/Steampunk Texture Pack.zip,11510424,10.98 MB,required,unsupported,cdn.modrinth.com,https://cdn.modrinth.com/data/iWaY0S0z/versions/hIYnmTiH/Steampunk%20Texture%20Pack.zip,d37e63c73ca322742a050eef46972899c09a589a,d36458c69d3b7d42792e3ed5c3a339e644505def841c523c78868611f53da43196b1b1f0811a4579de8d711a94b4e9c44fb2bf2d74d99f716dda2104739efc4f,,,
modrinth-mrpack,resourcepacks/Super Cute Texture Pack.zip,7753433,7.39 MB,required,unsupported,cdn.modrinth.com,https://cdn.modrinth.com/data/ohS9Jkb7/versions/3ktHrThQ/Super%20Cute%20Texture%20Pack.zip,8541329e1b15af007a3be6b1124ea65cc064a7b5,0b0f6c2973d5261a076f452f6176bf98318fbba7b41f7a410e465a01bc713fe12bac47ce84e06b75827cadee3733c2c60194daf94a58ce64d10eff8ffacb6bb9,,,
modrinth-mrpack,resourcepacks/Super Mario Mash-Up.zip,34152130,32.57 MB,required,unsupported,cdn.modrinth.com,https://cdn.modrinth.com/data/ArxJTTKm/versions/YWSJqNQi/Super%20Mario%20Mash-Up.zip,3f86b0dca52fec9787e04f50e4bd19f4d0a66efe,858882da9c53d80379be0640ef0305cbd8048cfa6dd7645d332d8d23c0ed77e7d32ec6ee1d856d3df63ad2d97c98fee954255378dfe3c067aa676330ae2f54f9,,,
modrinth-mrpack,resourcepacks/The_Garden_Awakens_v1.0.zip,258610,252.55 KB,required,unsupported,cdn.modrinth.com,https://cdn.modrinth.com/data/btzz80tF/versions/N3oRgK5f/The_Garden_Awakens_v1.0.zip,2db27b9ba76c6019f6875b13eb55eda86a0a1ea8,7ed60857d1ba982b4c189dcd4a6a9488f3f7f1626983bcaeaf558b99ecf28b3d0423fd265424814b0b6a1bf914f8f85e87210c0bbcad90485db1e4ddbc17b65b,,,
modrinth-mrpack,resourcepacks/Transparency Fix.zip,7599,7.42 KB,required,unsupported,cdn.modrinth.com,https://cdn.modrinth.com/data/MK3k9U5o/versions/TQhkspk3/Transparency%20Fix.zip,8f73ae6d148de386ba9706f6225d3227ddea869c,4cbf836f9f318afd8620067e95be8d1d7f6cbcd5f567736a60ad831f35a18e6afc699adc632aefdbe1cfb8db897582b5188f300d68da6a2276a338233df8495c,,,
modrinth-mrpack,resourcepacks/TutorialWorldAddon.zip,252416,246.50 KB,required,unsupported,cdn.modrinth.com,https://cdn.modrinth.com/data/If3YYTYV/versions/RGGRpkO9/TutorialWorldAddon.zip,0043eb280ff3b7e0c6a02526d02a33479d6963cb,0b9f328a2a5d122d73c03234678f462df1fd5b0b610ec64d68b04268755fdb044f8aed77991b5d0b31d78833aca368007738eda709988a26d32f65077439c2c5,,,
modrinth-mrpack,resourcepacks/faithful-legacy.zip,401704,392.29 KB,required,unsupported,cdn.modrinth.com,https://cdn.modrinth.com/data/PbrKfOSH/versions/LaRBCmRN/faithful-legacy.zip,60fe181eb9b438b1f3b28cd9c74941db7c6a91b9,4bba8d453edbb00d3a6506bf4ed5b55cce25b4969216115cffcd089868dba70d84df7be41d41eefea8e0e5dd2be717c99be3e642cd538598b6b48c047cabaebd,,,
modrinth-mrpack,resourcepacks/golden-days-alpha-1.21.x-1.13.0.zip,122278,119.41 KB,required,unsupported,cdn.modrinth.com,https://cdn.modrinth.com/data/GalExSh7/versions/iJXxeZ11/golden-days-alpha-1.21.x-1.13.0.zip,08e7cf922e2d6d27ca8b4fef6ef93ecba0812c32,d09ba6107ab06228aae4266040141f4c4dc6670d8a65954c8480ce3fc9237c15d6c2f9f7f3c0624ce4163b4c33d394930b8283272d0716e02500a88ae98e38f4,,,
modrinth-mrpack,resourcepacks/golden-days-base-1.21.x-1.15.6.zip,4794855,4.57 MB,required,unsupported,cdn.modrinth.com,https://cdn.modrinth.com/data/BFzJ6aQL/versions/G36dsqyU/golden-days-base-1.21.x-1.15.6.zip,74e8943c683e7bb11469c3d7fb67339968743e37,76766068ce806f3e6b1057f8b0c5a81839e363bb882cac1bd01c76c9af1d489bcf4ba918cf99114c6632e39457be3b236e261a5edaeb26ab508d5331491d25e7,,,
modrinth-mrpack,resourcepacks/ore4j-O4J-3.3.0.zip,372873,364.13 KB,required,unsupported,cdn.modrinth.com,https://cdn.modrinth.com/data/pEZP92gi/versions/cbeycLW6/ore4j-O4J-3.3.0.zip,8da6de571bc0ab414a9223ee65514b44ea58cae5,ecf7eaa71c875c2455e481aa0ba5127e6e69cff4fdcff01e0ab3775405b0e690c966e23fee415fa7644b310655d03efd5f7fc94bf23e9da297690b6e9748c904,,,
modrinth-mrpack,resourcepacks/rcr3.zip,5709893,5.45 MB,required,unsupported,cdn.modrinth.com,https://cdn.modrinth.com/data/WUq4Lff9/versions/3St0gXVN/rcr3.zip,ea607b605fdcd533e8f17c3012407d25d47e1e6a,0cfc6b489af26506a83759e33460f192bc4b612c47cb91d7e3adf01668914622a61933d1a88854b86188fc4be3d3b825f9477db03fa85826fc3cb7b4fe4ff644,,,
modrinth-mrpack,resourcepacks/tu69.zip,631642,616.84 KB,required,unsupported,cdn.modrinth.com,https://cdn.modrinth.com/data/gHHngSJG/versions/Hwl7FQm1/tu69.zip,d0e5de89e2868e4ab937bd72ecb060bd2dcb511f,f154b13af5b99d1947bbc0f5b9355a00f083549c4f40141711ccfecc980e435ebb43d5344fb31ce46e814ca505d2531c140be5a6ff5fb951b6e7c5593b2aa641,,,
modrinth-mrpack,shaderpacks/BSL_v10.1.3.zip,1127026,1.07 MB,required,unsupported,cdn.modrinth.com,https://cdn.modrinth.com/data/Q1vvjJYV/versions/hIibTfxn/BSL_v10.1.3.zip,c2459c82c23dc7442eaf1976dade30c2c2f18a9f,3e68c8038e38b0860cf1258e5fc84bcd98007a70fb7ba49e306186be6e905187527b630b77cb9e8cc8ee80865606c0fb398c419a22f0076b2ed5c7d73748a9ba,,,
modrinth-mrpack,shaderpacks/Bliss_v2.1.2_(Chocapic13_Shaders_edit).zip,1791406,1.71 MB,required,unsupported,cdn.modrinth.com,https://cdn.modrinth.com/data/ZvMtQlho/versions/kC2Y8q1P/Bliss_v2.1.2_%28Chocapic13_Shaders_edit%29.zip,ded6c8a98305f8aff90ef781e7585b33b8452cfd,dafc60be4980ec40f40edc0f2625cb0976f3c9ce5ed86383146a120480826bb1de70ef5e38b7f1437294ed4d38c6ef3c82ebef0ae4e00b8cee165788c9c18280,,,
modrinth-mrpack,shaderpacks/ComplementaryReimagined_r5.8.1.zip,546925,534.11 KB,required,unsupported,cdn.modrinth.com,https://cdn.modrinth.com/data/HVnmMxH1/versions/yCCduG44/ComplementaryReimagined_r5.8.1.zip,5a021081f0178ed91dd911194071465ab0a4348b,6bd95215755d25812556ce790d976221f7d677d63112e3e4d3e70b08a62ed41348fa3792dd31bbe720d1e46fe2d525cadb4f66e6358118e1f4aa8e0d11f25c39,,,
modrinth-mrpack,shaderpacks/ComplementaryUnbound_r5.8.1.zip,546928,534.11 KB,required,unsupported,cdn.modrinth.com,https://cdn.modrinth.com/data/R6NEzAwj/versions/VMHXIk50/ComplementaryUnbound_r5.8.1.zip,af656a33be2cbd217ea08986ad2cdd76f6bbfe1c,9098dd9e0c18b80f7aba2839cea33ce9a614d97665bbfcac87ccce6e4771667c41602d99088852cb1642ccab20b2ceff9b98af8f2e795bd0d3b90b7c9cbab914,,,
modrinth-mrpack,shaderpacks/Kappa_v5.3.zip,3872527,3.69 MB,required,unsupported,cdn.modrinth.com,https://cdn.modrinth.com/data/Y8161YLz/versions/8p4viq8V/Kappa_v5.3.zip,620388c59df919fc29f8762268942f4871c2fb55,1103f42fe599ac6634675aa58e17de94b77b89ba148f30f3b4168eaebfe9e6ebc7fec76968c33b145d64e3234746efe3a932e0c2c46785f7e1b5b8bda8d355f9,,,
modrinth-mrpack,shaderpacks/MakeUp-UltraFast-9.5b.zip,398836,389.49 KB,required,unsupported,cdn.modrinth.com,https://cdn.modrinth.com/data/izsIPI7a/versions/V5pgSLtI/MakeUp-UltraFast-9.5b.zip,53115cd70e8d869ac55485b2c150b322ce2e5cd9,c4052ae04dda5c11bfbc77146c45cc09556f32cb89e5bfd19f31dc5fa78b644fc32ef978ee476b728cc4e3ba10bb7cbb9e7e799329a506c2ad8e720c10f43018,,,
