path,file_size,file_size_human,env_client,env_server,download_domain,download_url,sha1,sha512
mods/[底片] exposure-fabric-1.20.1-1.9.16.jar,1991504,1.90 MB,required,required,cdn.modrinth.com,https://cdn.modrinth.com/data/hB899VmG/versions/46qrxkOO/exposure-fabric-1.20.1-1.9.16.jar,2daf0318bd29812657ed0f1d38b6cd3b9ff9f653,b4cdb3f44ec3f6b773671e89c6532320a804e283d6350175d785f3e8f619caec2a2eaed371f63050214d2e8715a8e099ad5ea1c2a0def5db10eaa7452626007f
mods/[异步粒子] AsyncParticles-2.4.0-beta.3+1.20.1.jar,1297496,1.24 MB,required,required,cdn.modrinth.com,https://cdn.modrinth.com/data/c3onkd5k/versions/bw4JNVwQ/AsyncParticles-2.4.0-beta.3%2B1.20.1.jar,4702349c25f4e65cf495beabdfb2c6a9ad68e528,836104b3e9e8f23e9095db280a62d05089ca305ba8741872b05427e85793de8b7ea8bc58d6542e8d4d040d30afd1e8d5799bed0c53f4cd58338772655f746510
mods/[录像回放] replaymod-1.20.1-2.6.23.jar,14739015,14.06 MB,required,required,cdn.modrinth.com,https://cdn.modrinth.com/data/Nv2fQJo5/versions/ReB0T2tK/replaymod-1.20.1-2.6.23.jar,5688462d17b171c8791308b5a4963057876b6188,dc255bf916acca75c4bbf1df0ad45a944bbbf014c0246082c31df56d4fa8425d6ddecf1f6c4cf81c4588c494a6da36436e639b989def9c02d1a80d58a39db66f
mods/[我们走过的生物群系] Oh-The-Biomes-Weve-Gone-Fabric-1.7.4.jar,18638245,17.77 MB,required,required,cdn.modrinth.com,https://cdn.modrinth.com/data/NTi7d3Xc/versions/qKtkWbpJ/Oh-The-Biomes-Weve-Gone-Fabric-1.7.4.jar,9908b82def65495ca3e657bad0a2fa8949082578,7f80b90b999664832c48489e6af9d3ea287687f8c50606b885d96f5225ea8bae627b079c7dc8ecb26ec50ee3cbc1ff3a7179427d7434e40908f2affc8cf3e1bb
mods/[我的细胞] minecells-2.0.0.jar,5356524,5.11 MB,required,required,cdn.modrinth.com,https://cdn.modrinth.com/data/9Qdvz1OV/versions/a0CPJveH/minecells-2.0.0.jar,58c4a332663ca10818d2b72af107062eeecdcc4b,df6fa60bed0efb8f34d8ff109b1383c2862eeb0f4bd0a86066120d5fa21d9bc04e2083207d95a4dfbecf22b95b30feccb8b21f090c18deaa26821664b92050ff
mods/[截图到剪贴板] screenshot-to-clipboard-1.0.9-fabric.jar,16539,16.15 KB,required,required,cdn.modrinth.com,https://cdn.modrinth.com/data/1KiJRrTg/versions/1.0.9%2Bfabric/screenshot-to-clipboard-1.0.9-fabric.jar,39c55d7e0ebe4a7f626e0d4bc85b8d2bea353092,d74c132c4d4f77019edf6e1b7d522cea78ec78a17c96bd04290ab1df5caf37b6fe7d94069afffd385750d257ffe427ece55f13137ee765ec1a56ec255d389812
mods/[截图查看器] screenshot_viewer-1.3.1-fabric-mc1.20.jar,270052,263.72 KB,required,required,cdn.modrinth.com,https://cdn.modrinth.com/data/laNoi025/versions/OyLhWReL/screenshot_viewer-1.3.1-fabric-mc1.20.jar,752db7ccd6325e55341d940fe6ea625d16ec435d,1998e3a4cef3d9cd703f2833a01e0a8b070f45320a5506b068838c682b869f499aa6cc83137f27251e4f6af773746b643a7e76c0cbf7490806f1b5b701bcbd55
mods/[手持物品信息] held-item-info-1.5.0.jar,67610,66.03 KB,required,required,cdn.modrinth.com,https://cdn.modrinth.com/data/tEcWzCZz/versions/Rir70mD8/held-item-info-1.5.0.jar,495ebabae738f8c6dd97563e8b347781a5261fc2,d4730d0efbbbd0ba2f080f5580da00fc7d54a3fbdc7f35fdba6ee695449a9f5409543941a90cf389224fc5e854e23cc328adc8579649edc2607e2f125461ce6f
mods/[抑验怠载] 0Pack2Reload-Fabric-1.20.1-1.0.1.jar,7376,7.20 KB,required,required,cdn.modrinth.com,https://cdn.modrinth.com/data/2hl2n0xu/versions/lpLYB9ia/0Pack2Reload-Fabric-1.20.1-1.0.1.jar,badc65d165237b7b3fdfd6cc648ad67e6dda7323,9958cbf02a70f0a907faf56ee7d2aa8de5a4a830c203190586342c49a3d835f37fd5eefee451854475bcc7927f7c642bfe0ff9fc89277b56af32f47ff651daf1
mods/[拾取提示] PickUpNotifier-v8.0.0-1.20.1-Fabric.jar,96114,93.86 KB,required,required,cdn.modrinth.com,https://cdn.modrinth.com/data/ZX66K16c/versions/sdb70E1E/PickUpNotifier-v8.0.0-1.20.1-Fabric.jar,1b7884c545556c4b693353ed4cff64aa29d8eb9c,4303931f804697027186aa97595c03d7503aa0b00934a9133fd35f95ee119352a03c8b8c66515aaabbf1e2c1ac2b120a03800c80da57e03bc12b4e57b47f0807
mods/[探险者指南针] ExplorersCompass-1.20.1-2.2.3-fabric.jar,168187,164.25 KB,required,required,cdn.modrinth.com,https://cdn.modrinth.com/data/RV1qfVQ8/versions/9ntdShFb/ExplorersCompass-1.20.1-2.2.3-fabric.jar,65a0f6e2f7253d325696766342956a6c94b9cfc6,c8aa25fd1567a24ebfee6d187f306961e63b64b498613e43838f88d08bbe7522db0ed8cc1c75fd2a2baa0701fe5d550d5f609f388596a60f143fa0e1d10a8113
mods/[提示] Tips-Fabric-1.20.1-12.1.9.jar,113816,111.15 KB,required,required,cdn.modrinth.com,https://cdn.modrinth.com/data/AMCbgyVw/versions/38XqS44o/Tips-Fabric-1.20.1-12.1.9.jar,7863604f7655ce1a65c08b5abc332e6ee065065a,76390b1c61f704efa07002fcc9ccd60df5163920ff38d769a289b328cfc345e23b225b5df25af6c61c422b98fbd72ac920ccb7ed10eee701d5c970534cfed1bb
mods/[搬运] carryon-fabric-1.20.1-2.1.2.7.jar,443033,432.65 KB,required,required,cdn.modrinth.com,https://cdn.modrinth.com/data/joEfVgkn/versions/Mkla4B3q/carryon-fabric-1.20.1-2.1.2.7.jar,8f3858977becfbc26f67f4a5579881e15e07d69d,ca96f56dba50ea4827ec7a15bc590ccb29aba01896550d3cb398bed18acdf469dd351cdc9312e4743f54955b3162e744c58d76c88eb79b1e5e5b4570f5b33c64
mods/[方块实体优化] enhancedblockentities-0.9+1.20.jar,490690,479.19 KB,required,required,cdn.modrinth.com,https://cdn.modrinth.com/data/OVuFYfre/versions/i3v1Skck/enhancedblockentities-0.9%2B1.20.jar,61cfe50f69f8ef9e3640c0269ef158870f5b0410,7e8b402fd25efd396bc7f0f25a663808ae9890accc227850c454dfcdc975657f22afceb15878e781485622434a6f6d60aff2a60264aa4425edd52ebe052a0de5
mods/[旅行者背包] travelersbackpack-fabric-1.20.1-9.1.50.jar,1471867,1.40 MB,required,required,cdn.modrinth.com,https://cdn.modrinth.com/data/rlloIFEV/versions/hIiloTnQ/travelersbackpack-fabric-1.20.1-9.1.50.jar,31d069954214cf554fa737f0f56ec6634e08a7b8,b91a94d5ff9f8e4d8184bf6cbca7b8a7ddf279199c2f9b2755ee04a24c119907d12c2c3a3646019077106ee5dfa306867544fa00de24fe7a988796913e828476
mods/[无限附魔修复] BowInfinityFix-1.20.x-fabric-2.6.0.jar,6573,6.42 KB,required,required,cdn.modrinth.com,https://cdn.modrinth.com/data/BFENfScW/versions/VllsAwTD/BowInfinityFix-1.20.x-fabric-2.6.0.jar,5a4b5e035fa0eac6a6d1d7c4b901627f74505b06,7fb2959cc679dff5c1b21d4a607f567da1fbff1f4220c692c1f1dd3e6722b3721ecc93edb13c9d03f46d38840c3967f3d8ff3f9e255152ae95c11b1206a49eb4
mods/[时装盔甲] CosmeticArmor-1.20-1.6.0.jar,20221,19.75 KB,required,required,cdn.modrinth.com,https://cdn.modrinth.com/data/JrIYhb1P/versions/wPdj2uLD/CosmeticArmor-1.20-1.6.0.jar,6adc25ad26e9c0641bf48fb67eb8d05dae2911b1,426792cb538e73962374f638cee3182fa1c3e28acbdc5a61b534ee70149ffc955db652c820caf4fc4a27acd980f522e419f5f580c55683d985723a314caf2c96
mods/[星光] starlight-1.1.2+fabric.dbc156f.jar,127368,124.38 KB,required,required,cdn.modrinth.com,https://cdn.modrinth.com/data/H8CaAYZC/versions/XGIsoVGT/starlight-1.1.2%2Bfabric.dbc156f.jar,a03102cab439cbab5a1d7d72cd7c2b4976ddd421,6b0e363fc2d6cd2f73b466ab9ba4f16582bb079b8449b7f3ed6e11aa365734af66a9735a7203cf90f8bc9b24e7ce6409eb04d20f84e04c7c6b8e34f4cc8578bb
mods/[更多动画] notenoughanimations-fabric-1.11.3-mc1.20.1.jar,1921654,1.83 MB,required,required,cdn.modrinth.com,https://cdn.modrinth.com/data/MPCX6s5C/versions/6j9zdhSM/notenoughanimations-fabric-1.11.3-mc1.20.1.jar,e7208cf7fbd8ff97c20446be454f17e7c4177812,123710a3a32dcc6a15b63a01a6bfb3129e869157a3e801f4f1605408763137777dc1c3d21cebdb6a0514504e1dcc6b87705903743e8c3d68b009328e2137737e
mods/[更好的F3] BetterF3-7.0.2-Fabric-1.20.1.jar,1782676,1.70 MB,required,required,cdn.modrinth.com,https://cdn.modrinth.com/data/8shC1gFX/versions/7WkFnw9F/BetterF3-7.0.2-Fabric-1.20.1.jar,ed0383ed8c68e1d1cbfc61267afee028d8a4d7fe,1b1f5bae45050bf01a23c57cfe94b7f42c6e0e9d669150effc04d3d09fd43c2dbea6c634117309ab1ee11253fcdb3c6061a9034e963b7f08476a76f1e98c3b8a
mods/[更好的下界] better-nether-9.0.10.jar,22981698,21.92 MB,required,required,cdn.modrinth.com,https://cdn.modrinth.com/data/MpzVLzy5/versions/IG7kgtJH/better-nether-9.0.10.jar,7247c4b3f319f828205fc9f195261c46a24280ec,0ef96b8409904c0ce1b9a875260f252615d7b46704082cfd10ffee88d2d506984ad0c31a91e5cb3392f454bc646b7676c392ac94d78474f156aa519f9501f3d0
mods/[更好的末地] better-end-4.0.11.jar,92544800,88.26 MB,required,required,cdn.modrinth.com,https://cdn.modrinth.com/data/gc8OEnCC/versions/7QwyTILr/better-end-4.0.11.jar,1e54364d63245a51e66e414ca73efbac9e05f11d,5faae5cb3d8759837ec341c605dd9c8b6b32a908e7e1f1248b3b2567c5f9969079df33694cdfb6c743a732bfc9d5824843a93edec07f09e68f8b408e355d15e7
mods/[更真实的第一人称模型] firstperson-fabric-2.6.3-mc1.20.1.jar,1597960,1.52 MB,required,required,cdn.modrinth.com,https://cdn.modrinth.com/data/H5XMjpHi/versions/GHHoXPCC/firstperson-fabric-2.6.3-mc1.20.1.jar,21673a68258d9ca7c255cbde7f2f817faa18670a,677ba47f92cf3a5ecedab5c2a042bb4a7196bf49f1b3716eabf9f4557d8688866cda1ada3140c8ad6ec55da2d91f5fa080f3612dae11ca9c975b354d5cec25c0
mods/[更真实的钓鱼] fishingreal-fabric-1.20.1-1.9.1-backport.jar,21883,21.37 KB,required,required,cdn.modrinth.com,https://cdn.modrinth.com/data/MIdaKqt7/versions/25it2iB4/fishingreal-fabric-1.20.1-1.9.1-backport.jar,e5b75ef374e9af8e23ca6e8177fb839372bccc04,ec8ed10c89009b8b5558f90602b649be5b331d99fc518accea19b00e07a39f314a5555375eda5866807b2e99b24a96066f3519eb28170906482fd75c3d8ae89e
mods/[更美观的血条] colorfulhearts-fabric-1.20.1-4.3.16.jar,325772,318.14 KB,required,required,cdn.modrinth.com,https://cdn.modrinth.com/data/wQfMUdZT/versions/eBE7QD7E/colorfulhearts-fabric-1.20.1-4.3.16.jar,59054582d96ee9717e292eae0d20a385dd36568d,5ba809c7845821e18232aa0f5023ad85ebab250a8ebd11d3921379018572e54222ebd3e51990fa031c9ffa60042d7060e89379e138ef4c23d0ca84f61e097ee0
mods/[更聪明的农夫] smarterfarmers-1.20-2.1.2-fabric.jar,218266,213.15 KB,required,required,cdn.modrinth.com,https://cdn.modrinth.com/data/Bh6ZOMvp/versions/wIH5Vc3z/smarterfarmers-1.20-2.1.2-fabric.jar,54a85986da603cf02be5437397ad02b7a4e5bf44,b79a1ceedb405adbeb06f7b9a1fafe9b6a89e1c3a5fbea83b57bb100cb9df638038a6c1b0a5961599c145549c70a9c331dc63734fc7af91924907e7c39850ff4
mods/[更高级联机设置] mcwifipnp-1.7.6-1.20.1-fabric.jar,82266,80.34 KB,required,required,cdn.modrinth.com,https://cdn.modrinth.com/data/RTWpcTBp/versions/azDO3k7E/mcwifipnp-1.7.6-1.20.1-fabric.jar,8d83e6ed7993af81b75abc12bd617fa587c4b163,3cf8a4f6c75db8c13c59af3652d6bb1cfb7a8198ef808e498c59c147b1a337e9a82fde77cacb845a2311b12aedb5f8e8cd8725e764c1da27981abb5e008fe924
mods/[未至之地] RegionsUnexploredFabric-0.5.6+1.20.1.jar,5689530,5.43 MB,required,required,cdn.modrinth.com,https://cdn.modrinth.com/data/Tkikq67H/versions/rhE8MT9Z/RegionsUnexploredFabric-0.5.6%2B1.20.1.jar,3b5df7c76431a47d80669f5c1be07136c3e160c0,3ba4d1f6adc66d3b2a325d396b4829e45e54560b33900cba060bac99fb53e59588cd0ab5ecc05cb81d7eddeef4041fd772a9c12f786714b447890a2725d9d544
mods/[末影人革新] endermanoverhaul-fabric-1.20.1-1.0.4.jar,1194281,1.14 MB,required,required,cdn.modrinth.com,https://cdn.modrinth.com/data/Lq6ojcWv/versions/4oiJql9P/endermanoverhaul-fabric-1.20.1-1.0.4.jar,77bb161d696a4bb3c890ce942500ca96db61f12d,89b0941d84406a838e6bc9a1c567519d3bad027aa4db7ff80429a4505bd431cd7c37b12d851f1200bceb8357438d5a1a106f5e76a747f30dd288657bd768628b
mods/[末影龙掉落鞘翅] dragondropselytra-1.20.1-3.5.jar,24517,23.94 KB,required,required,cdn.modrinth.com,https://cdn.modrinth.com/data/DPkbo3dg/versions/VjJgkK28/dragondropselytra-1.20.1-3.5.jar,cea7d4ab1077a3a767050ba9a45e28e6612ab3bd,8be91fa55e676f592abd59e76cf507a368c783d0dc272145a21838be8e0b50ab350be71b63fb7a379dcd80048970b69a44a1ff8404ce1b7413abadda05c88636
mods/[杂七杂八的东西] things-0.3.3+1.20.jar,930355,908.55 KB,required,required,cdn.modrinth.com,https://cdn.modrinth.com/data/VzAGdu9D/versions/FLzUUyOd/things-0.3.3%2B1.20.jar,7c1df2914ddda8b22b93d8823b8c5f3a7076afd4,a79c8dbe581046fb9e86ffd987408e7e1651718252a40133b0473d8838857fffa8de51ba799fc09f5d5da9c204d81680878d48fc3c747d6617d44b2d615cbf25
mods/[标识符翻译] Identifier-Translation-3_1.20-1.20.1.jar,71574,69.90 KB,required,required,cdn.modrinth.com,https://cdn.modrinth.com/data/M2GV3t9H/versions/HI0Utr36/Identifier-Translation-3_1.20-1.20.1.jar,1a9e32f36aad9519bb3c54e9acdc52a83585e9d7,64bf30e5b383594cec586f62327734ea091264cfec1ba560b59b5184de2409abc2a05cc5158da2a2ff364869e184b4d5148c61503ab59601f38aeeec777ebb7f
mods/[树洞] tree-hollows-fabric-3.1.0.jar,52627,51.39 KB,required,required,cdn.modrinth.com,https://cdn.modrinth.com/data/g744qmft/versions/stCzQhpB/tree-hollows-fabric-3.1.0.jar,7ad1a6168f17be5ed9038ce3761b09bf3e074bf4,02c6e732ac4bf6043370905706d1da319613dcd8c4baf8b71b076655ca7559a69ca839e154e1ef5ba7c0825d44e4f785c070d91b5c7ec6b0916149d168055314
mods/[森罗物语：烹饪] kaleidoscopecookery-1.0.1-fabric+mc1.20.1.jar,1461812,1.39 MB,required,required,cdn.modrinth.com,https://cdn.modrinth.com/data/v17FatAc/versions/wb9plJ5F/kaleidoscopecookery-1.0.1-fabric%2Bmc1.20.1.jar,12d3e02e6349ce3891b1468d0102d61ca1485ba8,f5f0024d1a3e4dd00e7f2061e9dfd81888b58875b94fc4c632974cc708e76bb66db04009266cd85a8952800b4c0b7deaac95590a2c45a5eb0dc61419fa453c98
mods/[模组菜单] modmenu-7.2.2.jar,721366,704.46 KB,required,required,cdn.modrinth.com,https://cdn.modrinth.com/data/mOgUt4GM/versions/lEkperf6/modmenu-7.2.2.jar,099c68feeb74887cbbbd8ce9a27c6123804a2c5a,9a7837e04bb34376611b207a3b20e5fe1c82a4822b42929d5b410809ec4b88ff3cac8821c4568f880775bafa3c079dfc7800f8471356a4046248b12607e855eb
mods/[氪] krypton-0.2.3.jar,185895,181.54 KB,required,required,cdn.modrinth.com,https://cdn.modrinth.com/data/fQEb0iXm/versions/jiDwS0W1/krypton-0.2.3.jar,4d499819effd8afe811e5d93952fcc46765a00df,92b73a70737cfc1daebca211bd1525de7684b554be392714ee29cbd558f2a27a8bdda22accbe9176d6e531d74f9bf77798c28c3e8559c970f607422b6038bc9e
mods/[汤姆的简易存储] toms_storage_fabric-1.20-1.7.1.jar,1537265,1.47 MB,required,required,cdn.modrinth.com,https://cdn.modrinth.com/data/XZNI4Cpy/versions/nvqkBIsD/toms_storage_fabric-1.20-1.7.1.jar,adef379e843b6788f0743b035e4658e043baf2f5,0e94f6b240fe7afc93b1c314806edb6b8ffb5b7c2827051cb336bcb48c64e3e5e5199ca09fac1d3b9da58b1b85544a9e90af015fa73aa795a0bce04fb6d6048d
mods/[沉浸农艺] letsdo-farm_and_charm-fabric-1.0.14.jar,3331230,3.18 MB,required,required,cdn.modrinth.com,https://cdn.modrinth.com/data/HJetCzWo/versions/sMjnKy5B/letsdo-farm_and_charm-fabric-1.0.14.jar,bbb387d12c3b6e14dee74062bf84a99d2a7047da,21ac172f64e88d4f942375bbcddae0a76bec483b15694f88bc816874434d4f385161b9a05e113da626159350a1e4806b3e4113121d6f170536f65a15f7fc661f
mods/[沉浸式盔甲] immersive_armors-1.7.1+1.20.1-fabric.jar,1252785,1.19 MB,required,required,cdn.modrinth.com,https://cdn.modrinth.com/data/eE2Db4YU/versions/Ts0TsDkW/immersive_armors-1.7.1%2B1.20.1-fabric.jar,a28582c00a49caf757a401364aa3917c18c0a03c,1f66b9cddbfc3ddc792434e19b0d4680966067e489c07bfb6be6c76d9b02361e1d9d3327a0489c1aeffae3edd3b9b85df66b8bedd166f72afb0c9dfc106a01c3
mods/[沉浸式飞机] immersive_aircraft-1.4.0+1.20.1-fabric.jar,2417420,2.31 MB,required,required,cdn.modrinth.com,https://cdn.modrinth.com/data/x3HZvrj6/versions/BsKcnQul/immersive_aircraft-1.4.0%2B1.20.1-fabric.jar,4c38293da3561c861429263b16aede300148c4b4,0e6700f7225fea6a2eef827887333588ce4d6c503ec044cb1afcb76cd584f1d33cdd0f7ad20c1880d144db9e4d453ff6dbdeddc6278600d4a3f3fbc99880b0ec
mods/[沙滩派对] letsdo-beachparty-fabric-2.0.3.jar,7420462,7.08 MB,required,required,cdn.modrinth.com,https://cdn.modrinth.com/data/GyKzAh3l/versions/lTdx0SHO/letsdo-beachparty-fabric-2.0.3.jar,45f42624b7b9fec1065111f4f55a155aa21b0bfe,d5f2231bac4df2354e5ef13e82a12f61f3ba9f7f856f1faf0c97d2c6491c6ec90949a3f81f34e7c25264d147f4aede94411e70525a49e6eeaef9a673a8881cd6
mods/[沙砾终结者] gravelminer-fabric-1.20-16.0.4.jar,77551,75.73 KB,required,required,cdn.modrinth.com,https://cdn.modrinth.com/data/iAzrhsju/versions/W4vIbFgI/gravelminer-fabric-1.20-16.0.4.jar,f8bc52f3a2db0757ce63fb044ddfa0da3efb36e0,95919803d82b30a719df1679a056bfd79d0c65edefee0406ebd5b0a605abab02072b75cf1b1b92860b1fb69d2f9c8e982ba39461ffe0efa1921e69d6f445202a
mods/[治愈营火] healingcampfire-1.20.1-6.2.jar,35644,34.81 KB,required,required,cdn.modrinth.com,https://cdn.modrinth.com/data/kOuPUitF/versions/olxRjKsI/healingcampfire-1.20.1-6.2.jar,12ece5053d1a95133dca38627d256f90cc94b3aa,141603dc3ab64744dbd1eef380b386dfcf606230186185f8d5cb98ca44034aa9d774820ab81ff273ec30e417afcf6d733768e98d6cfe120fe840a0c375e1f0e3
mods/[法术引擎] spell_engine-0.15.12+1.20.1.jar,1459273,1.39 MB,required,required,cdn.modrinth.com,https://cdn.modrinth.com/data/XvoWJaA2/versions/Fh2MJAAe/spell_engine-0.15.12%2B1.20.1.jar,beb07c4466257c32821c8461d52e121931e85de2,cb5b4b26504b86b835e992da6e1e1ac0b10cc24604c4b5491aa739b29d15f61e100baa6769770861326622235a379ca3c48513dea25dbba44a7f853ba40d66c3
mods/[海灵物语] Aquamirae-6.jar,16111383,15.37 MB,required,required,cdn.modrinth.com,https://cdn.modrinth.com/data/k23mNPhZ/versions/ouUaC54p/Aquamirae-6.jar,13feb2c346d372b3bec57f1ad2e151d87f65e5d6,c047063fb7b54cf107554992a9341470c622c178a89a1135c9204b347034bf9dfc757f09f1f96fcc20852868c0c11fb18ca7151ec0e2b87556f516011b0f59b1
mods/[游戏内输入法续更版 ／ 游戏内输入法 Forge 重置版] ContingameIME-1.0.7-1.20.1-fabric.jar,194045,189.50 KB,required,required,cdn.modrinth.com,https://cdn.modrinth.com/data/5Z2YdwIT/versions/ZKNh0y2c/ContingameIME-1.0.7-1.20.1-fabric.jar,7d55909c28ef277e1f583e3c6179633ce2700724,3a451d794079c7d192a871a27116a60f0991cd1c79681f21a64d4807184fdd04731573988695047111eaa47c32de2bf6cc220012df3e1fc5352fa51057fb3e38
mods/[滑翔伞] Paraglider-fabric-20.1.3.jar,581655,568.02 KB,required,required,cdn.modrinth.com,https://cdn.modrinth.com/data/esqWA0aQ/versions/iC6viT2p/Paraglider-fabric-20.1.3.jar,a340fde2029b871c77aac638e0956ba33fb44b9d,d61da208a632de2669f8ab4f146a40ea674bd19c02f1bfee9c1253f194670407d80182009824b050dbdc097bebf5e4d448dc6d757d57be0bf3691a79b4dc7b11
mods/[烛火晚宴] letsdo-candlelight-fabric-2.0.5.jar,2494711,2.38 MB,required,required,cdn.modrinth.com,https://cdn.modrinth.com/data/qwbArkQk/versions/RUk2PHO1/letsdo-candlelight-fabric-2.0.5.jar,fda38107a8fbf90fc4208be0f996b8f81f28b5e8,6a2daf556a3f0a665d45e9ee560551e955d2e340dd05e5d778db8d371d320f9a629e4a813465d378e5ac9ca07e63b96a2eaaa01f3079dbc7455b274559497a56
mods/[烟花苦力怕] creeper_firework-2.1.0.b.jar,42400,41.41 KB,required,required,cdn.modrinth.com,https://cdn.modrinth.com/data/owUiXPam/versions/aRMDViVX/creeper_firework-2.1.0.b.jar,1f2e952ecb18e8d59a7b4be987fe02bcc4c63391,bfff7b541f819d136d65294ce3db518dbf060e6fe5af8a3e0a9f878d96b67bf1cebdfef3d64d8caadb5e04d5aeb30057a93b65c97444810b7db85719ad26c440
mods/[煨茶酝露] letsdo-herbalbrews-fabric-1.0.12.jar,729071,711.98 KB,required,required,cdn.modrinth.com,https://cdn.modrinth.com/data/Eh11TaTm/versions/txZ8qKXK/letsdo-herbalbrews-fabric-1.0.12.jar,9776b9cd5c06dd76fc7d4b75de971eec9d84bb26,c3517c065c22d6117b80bed8f135cef068319dea79a21873733c4bf2679571675363e277601d8fbffbf0b7b96427f4fc7951d2812053e99e45a9f9ac483c0d08
mods/[物品栏HUD+] inventoryhud.fabric.1.20.1-3.4.26.jar,237573,232.00 KB,required,required,cdn.modrinth.com,https://cdn.modrinth.com/data/Kp2uclYl/versions/BqGgCJqU/inventoryhud.fabric.1.20.1-3.4.26.jar,623f71c059bc26c57c0e45ea2f5e00090496e40a,e5ea475b44cfb2dacb7b7bfd63874b15a01a367531a5e7860875c32f119c93cc42562eaf213316e4e6c78a5cf68b2b14eaefffcb8ee3f410433fef5043a937e0
mods/[物品边框] ItemBorders-1.20.1-fabric-1.2.2.jar,22091,21.57 KB,required,required,cdn.modrinth.com,https://cdn.modrinth.com/data/b1fMg6sH/versions/Ycvq9kpk/ItemBorders-1.20.1-fabric-1.2.2.jar,37dce3e1ff7fe7d1577365e0ddec257c7fa1e275,d94c7a48eaef7412c95b8a0da1c929ca3247624a6f49d845f1415c2fe4a2de332381d027874ff48e9e91155bea4f6fdb1e59ab2fe5220a9134a5deded9ae907d
mods/[物品陈列] ItemsDisplayed - v1.3-1.20.1.jar,446036,435.58 KB,required,required,cdn.modrinth.com,https://cdn.modrinth.com/data/Guh4HXen/versions/Dy1u8PQC/ItemsDisplayed%20-%20v1.3-1.20.1.jar,21b496a2049c44b6fded4bf29480622b6798e548,7da7b3ced3445c2e4c14d41a7d22df59ad764c871ac2142f588f6960c4c5e335c44d98591e4a7def7dcbf8180b78a8613d4d714f117e9bef5b8c70f28e7281c4
mods/[物理声效重制版] sound-physics-remastered-fabric-1.20.1-1.5.1.jar,205569,200.75 KB,required,required,cdn.modrinth.com,https://cdn.modrinth.com/data/qyVF9oeo/versions/sCsWXt85/sound-physics-remastered-fabric-1.20.1-1.5.1.jar,b06a2eb31bcfe3d98463d1323e4787ac2b378bff,3889b1e8e5448b36321a63b631cba89fe4b519f05fe85c572e4bc891216d12d55381f139b7a1cd53e210bddfee7750882506a4b71508da585cf4b459605d80cb
mods/[犀牛] rhino-fabric-2001.2.3-build.10.jar,1743587,1.66 MB,required,required,cdn.modrinth.com,https://cdn.modrinth.com/data/sk9knFPE/versions/MLIu0Tct/rhino-fabric-2001.2.3-build.10.jar,a1fd74cf31c0bf959803870c1ac3d918ae66fc1e,5f43ca1a3d8b1e287fe177a324e8a3768235b1a07c4f0a05a87d3fe2285e0ec9a87a093b714e17a30100fe48f84f4edc32adcaa51d1f9aede1c3d89621a3cb8d
mods/[玉 🔍] Jade-1.20-Fabric-11.13.1.jar,572882,559.46 KB,required,required,cdn.modrinth.com,https://cdn.modrinth.com/data/nvQzSEkH/versions/drol2x1P/Jade-1.20-Fabric-11.13.1.jar,511ff9de2b9322089e769433f8613f3ac16bdade,048029727a30462abc8e43ecae2d5178ab653783c6dbcb2bd7c4c9cc1bb7c7a2ad5267ca3f89757f5b716da3f653b8e60ed8f46497917f26f094acc8f7dd7dc9
mods/[现代化 UI] ModernUI-Fabric-1.20.1-3.12.0.1-universal.jar,24987755,23.83 MB,required,required,cdn.modrinth.com,https://cdn.modrinth.com/data/3sjzyvGR/versions/X2Gc2jpP/ModernUI-Fabric-1.20.1-3.12.0.1-universal.jar,90b40fcb82e885fcb8f73992dc51473682db29d8,91f42e2a5f410e1a57aba48dca4c306ebd531526f3fbc4e9b193e0bce20378c7f48a4fb547fafad8a1cfee34426e7f9d9816d2e6070d0e443b3d62dd1cf91208
mods/[现代化修复] modernfix-fabric-5.25.2+mc1.20.1.jar,545175,532.40 KB,required,required,cdn.modrinth.com,https://cdn.modrinth.com/data/nmDcB62a/versions/rPmgLeZC/modernfix-fabric-5.25.2%2Bmc1.20.1.jar,be03b9eb570c1e9df7593e68623f0fecbd039460,878e39d182767ffd08ad6a3539fae780739129db133abe02b9b73dc3df6e1ac9ddbe509620356b0aae5e7bfbed535d0e18741703334317a16fefef820269da2d
mods/[盛节精酿] letsdo-brewery-fabric-2.0.6.jar,2030105,1.94 MB,required,required,cdn.modrinth.com,https://cdn.modrinth.com/data/b7NV2plI/versions/W2QrBsrL/letsdo-brewery-fabric-2.0.6.jar,626c51b6474da30250b7ad793f8d210943b8c819,9fe9c809215874453f1f7d832975d0855b0d66e0b8b4933a4182aadeed52899b4b9c49680cd1a7325eefafe72541b3ba6b44e90ee4039b21a6a14ccc7afcff35
mods/[砂轮增强] grind-enchantments-3.1.4+1.20.1.jar,150818,147.28 KB,required,required,cdn.modrinth.com,https://cdn.modrinth.com/data/WC4UgDcZ/versions/W0SU2n1V/grind-enchantments-3.1.4%2B1.20.1.jar,bba13284d4ae21d65fff90f97a61a1e3d49306ba,809c03e59084d8a6605fb33c79c6b4a685103f1c9fa12ad3c49a11a218edc70c8007b144e90e91250e8ed750598afd1380128f9a897456171bf307e12b78882f
